StateCode,GroupCode,State,Group,NonInstitutionalPopulation,LaborForceNumber,PercentOfPopulation,EmploymentNumber,EmploymentPercentOfPopulation,UnemploymentNumber,UnemploymentRate
01,01,Alabama,Total,"3,803    ","2,155    ",56.7    ,"2,023    ",53.2    ,132    ,6.1    
01,02,Alabama,"Total, 16 to 24 years",622    ,320    ,51.4    ,277    ,44.6    ,42    ,13.3    
01,03,Alabama,"Total, 25 to 54 years","1,779    ","1,372    ",77.1    ,"1,297    ",72.9    ,75    ,5.5    
01,04,Alabama,"Total, 55 years and over","1,402    ",464    ,33.1    ,449    ,32.0    ,14    ,3.1    
01,05,Alabama,Men,"1,798    ","1,133    ",63.0    ,"1,064    ",59.2    ,69    ,6.1    
01,06,Alabama,"Men, 16 to 24 years",309    ,165    ,53.4    ,141    ,45.6    ,24    ,14.6    
01,07,Alabama,"Men, 25 to 54 years",848    ,715    ,84.3    ,680    ,80.1    ,36    ,5.0    
01,08,Alabama,"Men, 55 years and over",641    ,253    ,39.5    ,244    ,38.1    ,9    ,3.6    
01,09,Alabama,Women,"2,005    ","1,022    ",51.0    ,959    ,47.8    ,63    ,6.2    
01,10,Alabama,"Women, 16 to 24 years",313    ,155    ,49.5    ,137    ,43.6    ,18    ,11.9    
01,11,Alabama,"Women, 25 to 54 years",931    ,657    ,70.5    ,617    ,66.3    ,39    ,6.0    
01,12,Alabama,"Women, 55 years and over",762    ,211    ,27.7    ,205    ,27.0    ,5    ,2.5    
01,13,Alabama,White,"2,703    ","1,521    ",56.3    ,"1,455    ",53.9    ,66    ,4.3    
01,14,Alabama,"White, 16 to 24 years",404    ,208    ,51.5    ,188    ,46.5    ,20    ,9.6    
01,15,Alabama,"White, 25 to 54 years","1,225    ",957    ,78.1    ,921    ,75.1    ,36    ,3.8    
01,16,Alabama,"White, 55 years and over","1,074    ",357    ,33.2    ,347    ,32.3    ,10    ,2.8    
01,17,Alabama,Black or African American,976    ,566    ,58.0    ,506    ,51.8    ,60    ,10.6    
01,18,Alabama,"Black or African American, 16 to 24 years",190    ,99    ,52.2    ,78    ,40.8    ,22    ,21.8    
01,19,Alabama,"Black or African American, 25 to 54 years",485    ,369    ,76.2    ,335    ,69.2    ,34    ,9.2    
01,20,Alabama,"Black or African American, 55 years and over",301    ,97    ,32.3    ,93    ,30.8    ,4    ,4.5    
01,25,Alabama,Hispanic or Latino ethnicity,124    ,82    ,66.1    ,77    ,61.8    ,5    ,6.5    
01,27,Alabama,"Hispanic or Latino ethnicity, 25 to 54 years",78    ,55    ,70.7    ,52    ,66.5    ,3    ,5.9    
02,01,Alaska,Total,542    ,363    ,67.0    ,339    ,62.5    ,24    ,6.7    
02,02,Alaska,"Total, 16 to 24 years",90    ,54    ,60.1    ,47    ,52.8    ,7    ,12.2    
02,03,Alaska,"Total, 25 to 54 years",288    ,230    ,80.0    ,217    ,75.4    ,13    ,5.8    
02,04,Alaska,"Total, 55 years and over",165    ,79    ,48.0    ,75    ,45.3    ,5    ,5.7    
02,05,Alaska,Men,278    ,198    ,71.4    ,183    ,65.9    ,15    ,7.7    
02,06,Alaska,"Men, 16 to 24 years",47    ,29    ,62.4    ,25    ,53.4    ,4    ,14.3    
02,07,Alaska,"Men, 25 to 54 years",147    ,127    ,86.4    ,118    ,80.7    ,8    ,6.6    
02,08,Alaska,"Men, 55 years and over",84    ,42    ,50.3    ,40    ,47.1    ,3    ,6.4    
02,09,Alaska,Women,264    ,165    ,62.3    ,156    ,58.9    ,9    ,5.6    
02,10,Alaska,"Women, 16 to 24 years",43    ,25    ,57.6    ,22    ,52.0    ,2    ,9.7    
