StateCode,GroupCode,State,Group,NonInstitutionalPopulation,LaborForceNumber,PercentOfPopulation,EmploymentNumber,EmploymentPercentOfPopulation,UnemploymentNumber,UnemploymentRate
01,01,Alabama,Total,"3,418    ","2,148    ",62.8    ,"2,033    ",59.5    ,114    ,5.3    
01,02,Alabama,Men,"1,590    ","1,127    ",70.9    ,"1,069    ",67.2    ,59    ,5.2    
01,03,Alabama,Women,"1,828    ","1,020    ",55.8    ,964    ,52.8    ,56    ,5.5    
01,04,Alabama,White,"2,553    ","1,623    ",63.6    ,"1,563    ",61.2    ,61    ,3.7    
01,05,Alabama,"White, men","1,224    ",891    ,72.8    ,858    ,70.1    ,33    ,3.7    
01,06,Alabama,"White, women","1,329    ",732    ,55.1    ,704    ,53.0    ,28    ,3.8    
01,07,Alabama,Black,836    ,505    ,60.5    ,452    ,54.1    ,53    ,10.5    
01,08,Alabama,"Black, men",353    ,226    ,63.9    ,200    ,56.6    ,26    ,11.4    
01,09,Alabama,"Black, women",482    ,280    ,58.0    ,252    ,52.3    ,27    ,9.8    
01,19,Alabama,"Total, 16 to 19 years",276    ,126    ,45.7    ,106    ,38.4    ,20    ,15.9    
01,20,Alabama,"Total, 20 to 24 years",311    ,241    ,77.6    ,218    ,70.1    ,23    ,9.7    
01,21,Alabama,"Total, 25 to 34 years",546    ,461    ,84.5    ,439    ,80.4    ,22    ,4.9    
01,22,Alabama,"Total, 35 to 44 years",677    ,545    ,80.6    ,524    ,77.5    ,21    ,3.9    
01,23,Alabama,"Total, 45 to 54 years",652    ,500    ,76.6    ,481    ,73.7    ,19    ,3.9    
01,24,Alabama,"Total, 55 to 64 years",408    ,223    ,54.7    ,217    ,53.1    ,6    ,2.9    
01,25,Alabama,"Total, 65 years and over",548    ,50    ,9.2    ,49    ,8.8    ,2    ,3.5    
01,26,Alabama,"Men, 16 to 19 years",131    ,60    ,46.2    ,52    ,39.7    ,9    ,14.2    
01,27,Alabama,"Men, 20 to 24 years",160    ,134    ,83.4    ,121    ,75.4    ,13    ,9.6    
01,28,Alabama,"Men, 25 to 34 years",249    ,232    ,92.9    ,219    ,87.9    ,13    ,5.4    
01,29,Alabama,"Men, 35 to 44 years",322    ,286    ,88.9    ,275    ,85.4    ,11    ,3.9    
01,30,Alabama,"Men, 45 to 54 years",318    ,269    ,84.6    ,259    ,81.5    ,10    ,3.7    
01,31,Alabama,"Men, 55 to 64 years",190    ,120    ,63.0    ,117    ,61.4    ,3    ,2.6    
01,33,Alabama,"Women, 16 to 19 years",145    ,66    ,45.2    ,54    ,37.3    ,11    ,17.5    
01,34,Alabama,"Women, 20 to 24 years",151    ,108    ,71.4    ,97    ,64.4    ,11    ,9.9    
01,35,Alabama,"Women, 25 to 34 years",297    ,230    ,77.4    ,220    ,74.1    ,10    ,4.3    
01,36,Alabama,"Women, 35 to 44 years",355    ,260    ,73.1    ,250    ,70.2    ,10    ,3.9    
01,37,Alabama,"Women, 45 to 54 years",335    ,231    ,69.0    ,222    ,66.2    ,9    ,4.1    
01,38,Alabama,"Women, 55 to 64 years",218    ,103    ,47.5    ,100    ,46.0    ,3    ,3.2    
01,40,Alabama,"White, 16 to 19 years",177    ,92    ,52.1    ,84    ,47.3    ,8    ,9.2    
01,41,Alabama,"White, 20 to 24 years",212    ,169    ,79.6    ,156    ,73.8    ,12    ,7.3    
01,42,Alabama,"White, 25 to 34 years",377    ,324    ,85.8    ,313    ,83.1    ,10    ,3.2    
01,43,Alabama,"White, 35 to 44 years",504    ,411    ,81.5    ,398    ,79.1    ,12    ,3.0    
01,44,Alabama,"White, 45 to 54 years",507    ,400    ,78.9    ,389    ,76.6    ,12    ,2.9    
01,45,Alabama,"White, 55 to 64 years",335    ,185    ,55.3    ,181    ,54.0    ,4    ,2.4    
01,46,Alabama,"White, 65 years and over",440    ,42    ,9.5    ,41    ,9.3    ,1    ,2.8    
01,48,Alabama,"Black, 20 to 24 years",92    ,68    ,73.8    ,57    ,61.6    ,11    ,16.5    
01,49,Alabama,"Black, 25 to 34 years",161    ,132    ,81.8    ,120    ,74.5    ,12    ,8.9    
01,50,Alabama,"Black, 35 to 44 years",171    ,133    ,77.7    ,124    ,72.6    ,9    ,6.5    
01,51,Alabama,"Black, 45 to 54 years",140    ,97    ,69.4    ,90    ,64.0    ,7    ,7.7    
02,01,Alaska,Total,442    ,322    ,72.8    ,302    ,68.2    ,20    ,6.3    
02,02,Alaska,Men,223    ,175    ,78.7    ,163    ,73.3    ,12    ,6.8    
02,03,Alaska,Women,220    ,147    ,66.9    ,139    ,63.1    ,8    ,5.6    
02,04,Alaska,White,343    ,254    ,74.1    ,242    ,70.5    ,12    ,4.8    
02,05,Alaska,"White, men",177    ,142    ,80.0    ,134    ,75.7    ,8    ,5.4    
02,06,Alaska,"White, women",166    ,112    ,67.7    ,108    ,65.0    ,5    ,4.0    
02,07,Alaska,Black,15    ,11    ,72.0    ,10    ,65.5    ,1    ,9.0    
02,08,Alaska,"Black, men",7    ,5    ,74.8    ,5    ,67.6    ,1    ,9.7    
02,09,Alaska,"Black, women",8    ,5    ,69.3    ,5    ,63.6    ,( 3 ),8.3    
02,13,Alaska,Hispanic origin,15    ,12    ,77.0    ,11    ,70.7    ,1    ,8.2    
02,14,Alaska,"Hispanic origin, men",7    ,6    ,82.9    ,5    ,73.9    ,1    ,10.8    
02,15,Alaska,"Hispanic origin, women",8    ,6    ,71.4    ,5    ,67.6    ,( 3 ),5.3    
02,19,Alaska,"Total, 16 to 19 years",41    ,21    ,50.7    ,17    ,41.8    ,4    ,17.5    
02,20,Alaska,"Total, 20 to 24 years",39    ,29    ,74.7    ,26    ,66.4    ,3    ,11.1    
02,21,Alaska,"Total, 25 to 34 years",77    ,65    ,84.7    ,61    ,79.7    ,4    ,5.9    
02,22,Alaska,"Total, 35 to 44 years",103    ,86    ,84.1    ,82    ,79.8    ,4    ,5.1    
02,23,Alaska,"Total, 45 to 54 years",102    ,86    ,84.2    ,83    ,81.0    ,3    ,3.8    
02,24,Alaska,"Total, 55 to 64 years",44    ,29    ,64.9    ,27    ,61.4    ,2    ,5.3    
02,25,Alaska,"Total, 65 years and over",37    ,6    ,17.0    ,6    ,16.2    ,( 3 ),4.8    
02,26,Alaska,"Men, 16 to 19 years",22    ,11    ,50.5    ,9    ,42.0    ,2    ,16.9    
02,27,Alaska,"Men, 20 to 24 years",19    ,16    ,83.5    ,14    ,73.0    ,2    ,12.5    
02,28,Alaska,"Men, 25 to 34 years",38    ,35    ,92.6    ,33    ,86.6    ,2    ,6.5    
02,29,Alaska,"Men, 35 to 44 years",51    ,46    ,90.7    ,43    ,85.7    ,3    ,5.6    
02,30,Alaska,"Men, 45 to 54 years",53    ,47    ,87.8    ,45    ,84.2    ,2    ,4.2    
02,31,Alaska,"Men, 55 to 64 years",23    ,16    ,70.2    ,15    ,66.0    ,1    ,6.0    
02,32,Alaska,"Men, 65 years and over",17    ,4    ,23.9    ,4    ,22.2    ,( 3 ),7.1    
02,33,Alaska,"Women, 16 to 19 years",20    ,10    ,50.8    ,8    ,41.6    ,2    ,18.2    
02,34,Alaska,"Women, 20 to 24 years",19    ,13    ,65.8    ,11    ,59.8    ,1    ,9.2    
02,35,Alaska,"Women, 25 to 34 years",39    ,30    ,76.9    ,28    ,72.9    ,2    ,5.2    
02,36,Alaska,"Women, 35 to 44 years",52    ,41    ,77.6    ,39    ,74.1    ,2    ,4.5    
02,37,Alaska,"Women, 45 to 54 years",49    ,39    ,80.3    ,38    ,77.5    ,1    ,3.5    
02,38,Alaska,"Women, 55 to 64 years",21    ,13    ,59.2    ,12    ,56.5    ,1    ,4.5    
02,40,Alaska,"White, 16 to 19 years",29    ,15    ,52.3    ,13    ,44.5    ,2    ,14.9    
02,41,Alaska,"White, 20 to 24 years",27    ,21    ,75.5    ,19    ,68.9    ,2    ,8.7    
02,42,Alaska,"White, 25 to 34 years",57    ,49    ,86.0    ,47    ,82.0    ,2    ,4.7    
02,43,Alaska,"White, 35 to 44 years",78    ,67    ,86.2    ,65    ,83.2    ,2    ,3.4    
02,44,Alaska,"White, 45 to 54 years",84    ,71    ,85.0    ,69    ,82.5    ,2    ,2.9    
02,45,Alaska,"White, 55 to 64 years",38    ,25    ,66.9    ,24    ,63.7    ,1    ,4.9    
02,46,Alaska,"White, 65 years and over",30    ,5    ,17.4    ,5    ,16.7    ,( 3 ),4.4    
02,64,Alaska,"Hispanic origin, 35 to 44 years",4    ,4    ,94.8    ,4    ,90.9    ,( 3 ),( 3 )
04,01,Arizona,Total,"3,690    ","2,420    ",65.6    ,"2,307    ",62.5    ,113    ,4.7    
04,02,Arizona,Men,"1,803    ","1,344    ",74.5    ,"1,288    ",71.4    ,56    ,4.2    
04,03,Arizona,Women,"1,887    ","1,075    ",57.0    ,"1,018    ",54.0    ,57    ,5.3    
