Oil rents (% of GDP)	Total natural resources rents (% of GDP)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic savings (% of GDP)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI growth (annual %)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita growth (annual %)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross savings (% of GNI)	Gross savings (% of GDP)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Literacy rate, youth female (% of females ages 15-24)	Ratio of young literate females to males (% ages 15-24)	Literacy rate, youth male (% of males ages 15-24)	Literacy rate, youth total (% of people ages 15-24)	Literacy rate, adult female (% of females ages 15 and above)	Literacy rate, adult male (% of males ages 15 and above)	Literacy rate, adult total (% of people ages 15 and above)	Ratio of female to male primary enrollment (%)	Ratio of girls to boys in primary and secondary education (%)	Ratio of female to male secondary enrollment (%)	Ratio of female to male tertiary enrollment (%)	School enrollment, preprimary (% gross)	School enrollment, preprimary, female (% gross)	School enrollment, preprimary, male (% gross)	Primary school starting age (years)	Primary completion rate, female (% of relevant age group)	Primary completion rate, male (% of relevant age group)	Primary completion rate, total (% of relevant age group)	Primary education, duration (years)	Primary education, pupils	Primary education, pupils (% female)	Pupil-teacher ratio, primary	School enrollment, primary (% gross)	School enrollment, primary, female (% gross)	School enrollment, primary, male (% gross)	Gross intake rate in grade 1, female (% of relevant age group)	Gross intake rate in grade 1, male (% of relevant age group)	Gross intake rate in grade 1, total (% of relevant age group)	School enrollment, primary (% net)	School enrollment, primary, female (% net)	School enrollment, primary, male (% net)	Net intake rate in grade 1, female (% of official school-age population)	Net intake rate in grade 1, male (% of official school-age population)	Net intake rate in grade 1 (% of official school-age population)	School enrollment, primary, private (% of total primary)	Persistence to grade 5, female (% of cohort)	Persistence to grade 5, male (% of cohort)	Persistence to grade 5, total (% of cohort)	Persistence to last grade of primary, female (% of cohort)	Persistence to last grade of primary, male (% of cohort)	Persistence to last grade of primary, total (% of cohort)	Income
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.789999962	1.79	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	1138837153	1178745262	883346964	NaN	NaN	NaN	NaN	17600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.749395983	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.56714462	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.617	46.534	36.789	NaN	NaN	NaN	NaN	7	NaN	NaN	NaN	6	1312197	32.02797	NaN	39.98992	26.56676	52.48544	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
52.34999219	54.58313378	NaN	NaN	NaN	NaN	NaN	NaN	3887149031	3687554142	9996793.34	NaN	NaN	NaN	15063168043	320	NaN	NaN	NaN	1240	NaN	NaN	NaN	NaN	NaN	-1351980634	-3665158.66	-135737368.6	NaN	NaN	-5396957.022	NaN	NaN	37772088.74	NaN	0.002710955	0.00275023	0.000663658	0.244806015	0.00117776	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
2.034820449	2.409159687	-25134138	-2329871811	NaN	-1.036673494	2750400000	2.8482E+11	2106321669	2468098953	2.28787E+11	2870542031	14.97892516	2.93587E+11	9361086151	670	913.8646344	16.38234726	93466.40116	2980	495865862	45965526802	20.09100411	20.45230258	NaN	43600000	4041611093	NaN	NaN	NaN	NaN	477400000	44253787520	54456274710	-3793872113	92.69750214	92.6975	24.44017759	0.263655191	33.53786733	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.877	97.887	97.787	NaN	36.01951	NaN	NaN	6	NaN	NaN	NaN	4	295117	47.93692	NaN	104.75097	104.13845	105.32135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	1
16.09224455	18.87471376	NaN	NaN	NaN	NaN	45610000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.671000004	3.671	1.853791663	0.504982746	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.411	101.139	106.122	NaN	64.35895	63.37194	65.29015	6	90.84143	90.06565	90.43889	6	262628	47.86047	16.99968	104.06755	103.20549	104.87164	108.09732	110.3158	109.24244	91.53244	91.67919	91.39555	NaN	NaN	NaN	41.22447	80.72798	80.02988	80.3641	77.26394	75.88323	76.54425	3
1.382289605	1.980052953	45184565248	45184565248	43509554579	17.51123372	2.4905E+11	2.43148E+11	2.56385E+11	2.53396E+11	2.53396E+11	2.45797E+11	-3.252278703	2.38818E+11	2.67157E+11	7360	7051.965753	-4.459178433	6851.719294	7660	41145299883	41145299883	16.23756108	15.94582041	2.38512E+11	-4636072254	-4636072254	-4636072254	15697613824	15697613824	14366194190	596800000	596800000	596800000	-37889883.5	1	0.99975	0.948491182	0.948491182	1.077429413	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
0	0.686355742	-291233752.1	-1.03587E+11	NaN	-19.83452366	1488800000	6.24537E+11	1466393964	1466464586	5.21597E+11	1486823717	6.813260901	6.23796E+11	4468511933	450	461.2919371	9.045747009	193534.7793	1390	-124836516.1	-44402266585	-8.51275355	-8.502011919	NaN	-1852763.989	-658997248	NaN	54365779.44	19337000960	25746300928	191203797.3	68008001536	80403508417	-37915697.64	355.6833206	405.9083333	116.7272241	0.328177391	145.7909721	69.6475	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.38609	NaN	NaN	7	NaN	NaN	NaN	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	0	116999986.1	315899968	NaN	23.67533242	524134000	NaN	472691774.7	467485194.7	1262210048	NaN	NaN	NaN	790251528.6	6890	NaN	NaN	NaN	11510	153959251.7	415689987	32.93350324	31.15416151	NaN	-26699993.6	-72089984	NaN	79377776.38	214320000	253437544.9	69259258.04	187000000	NaN	NaN	2.700000048	2.7	1.597225696	0.591565062	NaN	100.9049925	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	NaN	NaN	NaN	7	10727	NaN	NaN	109.99795	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
