Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
1347486062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9740885.455	NaN	142458103.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1320670419	2364000000	1522319480	2364000000	NaN	NaN	29431.17164	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.789999962	1.79	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2220201.818	NaN	156020946.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	130.0300233	NaN	NaN	NaN	NaN	NaN	NaN	1178745262	883346964	913911768.4	679340771.9	NaN	NaN	10500.01966	NaN	NaN	NaN	NaN	NaN	1138837153	1178745262	883346964	NaN	NaN	NaN	17600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.749395983	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6920629.091	51926864.63	NaN	NaN	5983141.376	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.56714462	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	368504825.8	999000	124760085.9	201973105.4	547540	192306432.3	68395549.21	3339036613	9051978	4517103027	887556708.4	1331993338	1771774860	447688973.1	162924491.5	60065460	NaN	444719877.2	NaN	2021830614	66739780.75	NaN	1221003651	NaN	NaN	NaN	NaN	0.935746441	NaN	NaN	4966393024	13463668	NaN	1465402724	5039534776	13661952	6698532130	1460005767	20585829053	25302807079	120.6107479	NaN	NaN	NaN	NaN	NaN	3887149031	3687554142	9996793.34	NaN	NaN	15063168043	320	NaN	NaN	1240	NaN	NaN	NaN	-1351980634	-3665158.66	-135737368.6	NaN	NaN	-5396957.022	NaN	NaN	37772088.74	NaN	0.002710955	0.00275023	0.000663658	0.244806015	0.00117776	NaN	2
302465317.9	33618673664	509144780.1	55410692096	47196449341	49576349696	82507743232	1353164864	1.25435E+11	94058774528	NaN	NaN	NaN	NaN	545462359.9	50562998272	393968205.7	51057586176	525871728.9	1135486856	1.16557E+11	70163215.33	11381034.55	NaN	231427401.4	1051748.124	31699020.29	3966054.502	264403832	2203920783	2329422606	286503818.5	290469873	29824801551	77.87041063	-6742346301	3951939746	2424498953	2.24745E+11	2439734924	2.61673E+11	2424498953	2.24745E+11	2826309982	2.88614E+11	9195718650	11302799336	91883.07654	-25134138	-2329871811	NaN	2750400000	2.8482E+11	2106321669	2468098953	2.28787E+11	2870542031	2.93587E+11	9361086151	670	913.8646344	93466.40116	2980	495865862	45965526802	NaN	43600000	4041611093	NaN	NaN	NaN	NaN	477400000	44253787520	54456274710	-3793872113	92.69750214	92.6975	24.44017759	0.263655191	33.53786733	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	1174884227	4313000000	NaN	4452465264	16345000000	NaN	NaN	29943067253	1.09921E+11	NaN	NaN	34625715028	NaN	NaN	NaN	385315025.5	NaN	9031617850	NaN	7754131151	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.09544734	NaN	NaN	NaN	NaN	NaN	NaN	65743666508	2.41345E+11	79677333794	4.91583E+11	1.3019E+11	1.60021E+11	209314.4968	NaN	NaN	NaN	45610000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.671000004	3.671	1.853791663	0.504982746	NaN	NaN	3
24896999424	23084796000	46285078528	44528277463	46285078528	44528277463	24065629000	13808478208	13808478208	13791046628	44502097920	44502097920	44733278740	41849614225	67865473024	67865473024	67663460621	64436874754	1.6066E+11	1.53298E+11	1.50592E+11	8796303117	668440761.8	NaN	31440667559	3270890.158	3803078903	3892431022	9700614902	2.18149E+11	2.10434E+11	10133713864	14026144887	23046906116	106.1046978	NaN	1291711589	2.42334E+11	2.42334E+11	2.33192E+11	2.2882E+11	2.58032E+11	2.58032E+11	2.50258E+11	2.43186E+11	2.72045E+11	3.3438E+11	6977.047344	45184565248	45184565248	43509554579	2.4905E+11	2.43148E+11	2.56385E+11	2.53396E+11	2.53396E+11	2.45797E+11	2.38818E+11	2.67157E+11	7360	7051.965753	6851.719294	7660	41145299883	41145299883	2.38512E+11	-4636072254	-4636072254	-4636072254	15697613824	15697613824	14366194190	596800000	596800000	596800000	-37889883.5	1	0.99975	0.948491182	0.948491182	1.077429413	NaN	2
351337822.2	1.43344E+11	237191332.3	1.07211E+11	96223002624	1.22712E+11	3.72443E+11	597469678.2	2.1251E+11	2.25569E+11	356302909.1	1.26731E+11	286070666.4	1.53217E+11	452275894.9	1.60867E+11	473617047.4	1.9209E+11	364206037.8	461136194.4	1.8117E+11	39217973.86	19041730.91	NaN	210018282.2	6297498.16	NaN	37564398.72	-334854798.3	1250148806	1248010904	-358540452.2	-320976053.5	1.43306E+11	83.61779389	13248970752	16104353792	1413951611	5.02919E+11	1359028375	5.98829E+11	1468317350	5.22256E+11	1488846011	6.24575E+11	4474157550	5499353222	193776.5006	-291233752.1	-1.03587E+11	NaN	1488800000	6.24537E+11	1466393964	1466464586	5.21597E+11	1486823717	6.23796E+11	4468511933	450	461.2919371	193534.7793	1390	-124836516.1	-44402266585	NaN	-1852763.989	-658997248	NaN	54365779.44	19337000960	25746300928	191203797.3	68008001536	80403508417	-37915697.64	355.6833206	405.9083333	116.7272241	0.328177391	145.7909721	69.6475	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
421518499.2	NaN	167925923	NaN	453400000	NaN	NaN	16092592.31	43450000	40243443.58	9562962.794	25820000	10767799.23	36724852.6	76129628.29	205550000	78252841.98	232339385.2	322585191.3	475983717	1335113527	17272259.11	1760160	NaN	60054645.98	NaN	NaN	NaN	93896919.39	NaN	NaN	NaN	NaN	NaN	73.02159769	200064	NaN	414807411.9	1119980032	561428531	1573801413	494185188.3	1334300032	649771716.4	1827267650	835386029.1	1026803996	26620.25655	116999986.1	315899968	NaN	524134000	NaN	472691774.7	467485194.7	1262210048	NaN	NaN	790251528.6	6890	NaN	NaN	11510	153959251.7	415689987	NaN	-26699993.6	-72089984	NaN	79377776.38	214320000	253437544.9	69259258.04	187000000	NaN	NaN	2.700000048	2.7	1.597225696	0.591565062	NaN	100.9049925	2
