0.2474650617,0.159875834,1
0.5415921619,0.1264478224,2
0.8840112718,0.1298102054,1
0.278133003,-0.1863609138,1
-0.1038532882,-0.1314991998,2
0.5986168078,0.1190823137,1
0.3419489004,-0.2109226334,2
0.0328206017,0.250950378,1
0.443706799,0.1480234532,2
0.4008323356,0.504844544,1
-0.2529472947,0.099122126,1
-0.0162176094,-0.281548708,1
-0.5666505296,0.4304726976,1
0.0444510955,-0.4702867706,2
-0.5599784534,-0.5260778453,1
0.3568085516,-0.6575522603,1
0.8145511503,-0.216108597,1
-0.6324768606,0.3012100016,1
-0.1750482759,-0.301565176,1
0.6327587353,-0.6443658142,1
-0.8651577512,-0.1060635159,1
0.4722278125,0.0559687303,2
0.9113730396,-0.0106024813,1
-0.0115138236,-0.6259373808,1
0.0415046,0.3397069009,1
-0.0815883427,0.1841165494,1
-0.2272107358,-0.0848114525,1
0.7792141558,0.3938036593,1
-0.4788080744,0.4763700918,1
-0.0901889,-0.0226082059,2
-0.2732312429,0.1887577831,1
-0.3608187908,-0.0361550628,1
-0.5488046225,-0.419412472,1
0.0034733324,-0.6779093766,1
0.1601930818,-0.4615528112,2
-0.1940652845,-0.1319509276,1
-0.8479029939,0.1232764498,1
-0.1830472285,0.5820816111,1
0.0076214317,0.4256405383,2
0.3661746024,-0.5636769849,1
-0.0578972268,0.0421302451,2
-0.2062022143,-0.3531334343,2
0.51241071,0.5455564263,1
-0.0817645428,0.7183510697,1
-0.0036831458,0.0223608465,2
-0.7584911679,0.6294254166,1
0.5050147779,0.0915301879,2
-0.7682324905,0.2587689806,1
-0.4189055447,0.0920842474,2
0.0665951417,-0.0298805634,2
0.2250730364,-0.7557871176,1
-0.1209746552,-0.6611052119,1
0.5183163203,-0.4912975084,1
-0.5000847535,-0.7705967258,1
0.3506596685,-0.1749681807,1
-0.1547677956,0.6937654891,1
-0.223728866,0.8856384623,1
-0.2655176803,0.8151126642,1
0.1802095151,-0.1396087356,1
0.001051299,0.0035310223,2
0.3134789112,0.8039230085,1
-0.5590267803,-0.2774948129,1
-0.8328670931,0.3548274585,1
-0.3682168906,-0.2577993724,2
0.2635528786,-0.937279911,1
0.2240296362,-0.4729526499,2
0.5359667819,-0.1469429285,2
-0.7859814491,-0.1373733112,1
0.1400323316,-0.0184059826,2
0.4192880787,-0.6981983343,1
-0.0310771569,-0.0121029113,2
-0.3519705211,0.4183252642,2
-0.1906166925,0.5589671923,2
-0.0971647161,0.9249256211,1
-0.5512671442,0.7343884114,1
-0.6959395831,-0.6406693117,1
-0.4867587336,0.5134749249,1
0.0537265422,0.3845531042,1
0.0013460905,0.0003889858,2
-0.5202717588,-0.2927125638,2
0.0628920686,0.1449956237,2
0.500324122,0.1147882369,2
0.1753688928,-0.0086013602,2
0.1531073126,0.3531303161,1
-0.0996442325,0.8395741079,1
0.1095536223,0.3077399973,1
0.3880365789,0.8221561858,1
0.6983385453,-0.2213914972,1
-0.2281536865,-0.4524350788,2
0.2157901292,0.057529383,1
0.3700714391,-0.6263463639,1
0.41449069,-0.007774796,2
0.3173627413,0.9465204592,1
-0.1340573677,-0.2635193115,1
-0.2572469693,-0.2781377921,1
-0.2985827702,0.293952558,2
-0.3902822915,0.4194989151,2
0.3478923917,0.2319574109,2
-0.2229682114,-0.5670187064,1
-0.1113071423,0.5857700994,2
0.6163062617,0.3264697447,1
-0.2589096411,-0.3760396535,2
0.3826249291,-0.6140098418,1
0.0536393005,-0.0620776772,2
0.1648996963,-0.1339084818,1
-0.0244564176,0.2134524197,1
0.1622128156,-0.3176794749,1
-0.1370635922,-0.720734855,1
-0.7548750815,0.462938395,1
0.9673720024,-0.1731504107,1
-0.1291993082,0.0346351843,2
-0.0085224185,0.0668714373,2
0.0161241055,0.6574905537,1
0.0690292122,-0.7946290347,1
0.0958367803,-0.1030887495,2
-0.37435951,-0.2229962048,2
-0.1180181919,0.063916676,2
0.4940469153,-0.6085073615,1
-0.2394671386,0.3020049628,1
-0.3772304776,0.2106207671,2
-0.0633529589,0.102995463,2
-0.0031528189,-0.1826327912,2
-0.6648500015,-0.096975587,1
-0.7357817391,0.1970715335,1
-0.2245584195,-0.1236443552,1
-0.2216779863,-0.909945788,1
-0.3145173252,-0.4699691847,2
0.0603364509,0.0304085773,2
0.0196145826,0.0357283946,2
-0.3622217751,-0.8677559206,1
-0.3423152179,-0.1498611794,1
0.3904090793,0.2195999391,2
0.6586501987,0.4760624519,1
-0.2452794452,-0.2103256583,1
-0.1541281279,0.2786014375,1
-0.1363736706,0.6414196915,1
0.0888581602,0.465438656,2
-0.1689526017,-0.3339088778,1
-0.1690378333,-0.2789483953,1
0.0902985196,-0.1972253276,1
0.0057569914,-0.0118682568,2
0.8602786256,0.4610428332,1
0.066328978,-0.0894826022,2
-0.8390079772,-0.4584097125,1
-0.1304616608,0.0102433397,2
0.0473117375,0.655654243,1
-0.4743931112,0.0633129705,2
0.1038422302,0.6602512158,1
0.4905059046,0.1497255639,2
-0.5945278316,-0.2099313655,1
-0.0149498698,0.012856875,2
-0.8799993669,-0.2855572334,1
-0.098131231,-0.5484018513,2
0.2815439408,0.3187822083,2
-0.5487693439,-0.3130613621,1
0.0191025191,0.2515102968,1
0.130007931,-0.5877825005,1
0.6072328382,0.7736245884,1
0.5071782834,0.1578712257,2
-0.0159062067,0.1677353871,2
-0.4206779941,0.8602603077,1
-0.2046751357,-0.2542655382,1
-0.3609021313,-0.5880515227,1
-0.8104960518,0.1473345672,1
0.2630459867,-0.1248270945,1
