Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16626868.54	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.79	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104519006.4	3916906.531	NaN	518930802.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	188.1397445	NaN	NaN	NaN	NaN	NaN	NaN	3712034267	2534111921	1812015179	1346930670	NaN	NaN	16311.20857	NaN	NaN	NaN	NaN	NaN	3447323618	3712034267	2534111921	NaN	NaN	NaN	41750	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.682674711	NaN	NaN	NaN	NaN	NaN	3
1859044406	93417000000	1949631453	54405454562	97969000000	54405454562	2.85929E+11	2987728515	1.50133E+11	1.12478E+11	1828430521	91878651946	NaN	47527480884	2758761294	1.38628E+11	NaN	92432954809	4872962487	NaN	1.4685E+11	NaN	5915328.23	361962243.1	883726638.1	NaN	NaN	101198477.6	NaN	9563989714	NaN	NaN	NaN	93417000000	166.7455116	27417518384	1.27459E+11	10619452296	5.33628E+11	NaN	3.51762E+11	11940296131	6E+11	NaN	3.5983E+11	31033017702	28584082159	11065.67384	-1881452362	-94543000000	-69979223486	NaN	3.5983E+11	9537332115	10809678595	5.43186E+11	NaN	3.20234E+11	28094524919	290	NaN	9847.989612	860	NaN	NaN	NaN	-1130617536	-56813542494	NaN	354952342.9	17836358780	7169571950	NaN	NaN	NaN	NaN	50.25001	50.24961474	19.33424605	0.384761039	23.027232	NaN	0
64243351977	3328878740	13645537538	5750141488	1.02387E+12	5750141491	6305061027	5591286954	4.19533E+11	514421415.1	4040026675	3.03137E+11	1079641569	383984441.6	56809440120	4.26261E+12	18042091611	3545055171	21777308505	5213981683	1317459773	1598285157	177086808.2	NaN	9158703145	NaN	38532884254	1282695522	10930502426	22768976579	NaN	-26873006736	-25620933966	9393416578	117467.7138	-2.999511719	-3035788294	NaN	NaN	NaN	NaN	84178035579	6.31616E+12	24669478552	5376936359	1.01169E+11	93185647903	298.0899817	34767385063	2.60872E+12	8838497042	NaN	11441474197	59978059417	70460487894	5.28689E+12	NaN	3559758587	84682885191	3330	NaN	197.3481368	4690	20839771589	1.56368E+12	9624296425	-13717547686	-1.02927E+12	-1817177773	NaN	NaN	NaN	-210065788.9	-15761950363	-27827632.97	6064537838	75.0334	75.03335417	62.43162311	0.832051101	91.48034679	NaN	2
3827220526	1.98363E+11	4166207515	NaN	3.49522E+11	1.97559E+11	6.09321E+11	2245871415	1.88416E+11	NaN	2111126458	1.77112E+11	NaN	NaN	2111126458	1.77112E+11	865530061.7	1.12171E+11	6703871606	NaN	NaN	373414074.6	30349364.21	NaN	1387000997	24264206.79	276321851.5	40329140.47	778041925.2	11447827025	6442019361	889269818	917128189.2	3.20422E+11	185.5990554	NaN	1.48671E+11	11060869478	9.27947E+11	4902723242	5.2584E+11	12968653525	1.088E+12	5740574515	5.8621E+11	26020787788	22957340922	184261.7819	715513491.1	60027718127	NaN	6239700000	7.08269E+11	12147013230	13135414080	1.10199E+12	5830669679	5.96337E+11	26355382355	3820	1832.738787	187445.1557	8280	2261650534	1.8974E+11	7.14924E+11	166760554.9	13990310050	6655541451	1907784047	1.60053E+11	60370015651	1393000000	1.16865E+11	84598622528	1.22059E+11	83.8946	83.8946041	41.81272331	0.498395884	54.80644759	NaN	1
2.48805E+11	7.73891E+11	66703065214	2.23769E+11	2.60202E+11	2.37754E+11	7.40684E+11	2609938808	9585000000	8224300000	27131654962	99641000000	NaN	94284000000	1.82864E+11	6.71569E+11	NaN	5.33349E+11	1.2937E+11	NaN	4.37718E+11	NaN	1126763445	NaN	44534994298	NaN	60066442083	2509970836	NaN	NaN	NaN	NaN	NaN	8.38754E+11	118.0718499	9000000	NaN	3.12308E+11	1.14695E+12	NaN	9.7074E+11	3.14845E+11	1.15627E+12	1.58727E+11	9.79291E+11	3.46092E+11	3.18781E+11	157781.6149	99942548804	3.67039E+11	NaN	NaN	1.04415E+12	2.83183E+11	3.18745E+11	1.17059E+12	NaN	9.92203E+11	3.5038E+11	45630	NaN	159862.0169	56450	NaN	NaN	NaN	3900000000	14322749591	NaN	2536691699	9316000000	8551000000	NaN	NaN	NaN	64862597767	3.672499895	3.6725	3.340919191	0.909712535	NaN	NaN	3
79955465202	51029938806	76069191189	88553153197	2.40486E+11	88553153197	54406184169	29473798994	93178704876	19007276146	63634494860	2.01175E+11	66103169791	61841926921	96709159014	3.05737E+11	1.05633E+11	1.00596E+11	1.73433E+11	2.41131E+11	2.36874E+11	17024095353	1397882656	NaN	38076439448	996278941.6	28530817986	5362433704	42401815595	2.51905E+11	3.17514E+11	24865326875	29588332997	64483602793	269.3373126	18930687682	2377703668	2.99616E+11	9.47208E+11	3.63288E+11	3.56478E+11	3.26677E+11	1.03276E+12	3.94595E+11	3.83444E+11	5.72405E+11	5.27234E+11	9655.066376	88564533558	2.79989E+11	1.01008E+11	NaN	3.96898E+11	2.85559E+11	3.19508E+11	1.0101E+12	3.85567E+11	3.74618E+11	5.59844E+11	7190	9708.511959	9432.830652	14100	81565666675	2.57862E+11	3.88563E+11	-7168556883	-22662733309	-8334882179	27060809717	85550261194	26966648750	72142830.08	228072922.5	228072922.5	13453663987	3.161408032	3.14416456	1.804243326	0.570708782	1.607901933	NaN	2
1754795895	3.76726E+11	4637007550	7.67756E+11	1.45838E+12	7.86751E+11	9.23626E+11	1901893977	5.81923E+11	4.39163E+11	1031173318	3.15508E+11	555945857	2.9776E+11	4501698206	1.37738E+12	1885615153	7.64769E+11	3933843841	1498552893	5.88749E+11	269319594.8	40314827.08	NaN	1225723437	79139570.79	NaN	209444597.1	2163011143	10828342341	4405280894	2114766975	2312876340	3.41843E+11	181.7365845	1.09195E+11	360260934.5	10337436023	3.16295E+12	4068447115	1.79268E+12	11662017845	3.56823E+12	4680316716	1.96341E+12	18768814150	17287694379	637658.6071	1779914044	5.446E+11	NaN	4680900000	1.92852E+12	10276811133	12133205348	3.7124E+12	4872258731	2.04415E+12	19527141808	3340	1582.371246	663882.9885	6340	3388734580	1.03685E+12	2.06466E+12	471187503.6	1.44169E+11	1.36137E+11	1324581822	4.05282E+11	2.23631E+11	1137633032	3.48082E+11	1.94956E+11	-34882643926	305.97	305.9694003	190.1147068	0.621350808	208.2810503	134.735	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
590327180.4	NaN	342818518.5	NaN	925610000	NaN	NaN	21222921.48	57301888	55271024	22157831.11	59826144	16728556.17	57054719	262544074.8	708869002	210961815.9	626363687	870674094.6	602661866.9	1690440202	36637628.59	3250765.964	NaN	173004814.5	NaN	NaN	NaN	-199177874.4	NaN	NaN	NaN	NaN	NaN	126.9828019	-63352599.61	NaN	1154441091	3116990945	846199859.2	2372074913	1354596646	3657410945	1024206417	2880241175	1757170878	1618505723	33151.56565	8548758.148	23081647	NaN	NaN	NaN	1221763915	1293511461	3492480945	NaN	NaN	1677931712	14060	NaN	NaN	19310	-23784514.44	-64218189	NaN	-61085185.19	-164930000	NaN	200155555.6	540420000	508166262.1	24844761.85	67080857	NaN	NaN	2.7	2.7	2.081420192	0.770896367	2.039677053	83.97930017	2
