Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
878770932.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9646618.644	NaN	112685073.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.21449806	NaN	NaN	NaN	NaN	NaN	NaN	872067021.9	1560999936	1193642719	1853600000	NaN	NaN	28674.85536	NaN	NaN	NaN	NaN	NaN	NaN	951396704	1703000064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79329646.38	142000064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.789999962	1.79	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	149833950.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.9351393	NaN	NaN	NaN	NaN	NaN	NaN	1106890943	691276853	869657335.8	646444992	NaN	NaN	11754.40017	NaN	NaN	NaN	NaN	NaN	1034986911	1106890943	691276853	NaN	NaN	NaN	18820	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.624521194	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12470913.84	71572159.45	NaN	NaN	8843637.797	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.59999847	487.4956086	NaN	NaN	NaN	NaN	0
3690227600	NaN	1578782334	NaN	104.2220001	NaN	NaN	2929674094	193.3999939	239553009.2	760442845.8	50.20000076	269339995.5	95793243.57	4064278947	268.2999878	4505355299	885248420.5	5199793584	2761760707	697836865.8	435398749.5	21842438.79	NaN	1113282805	NaN	2120137101	157601741.4	-1455889910	6621184809	NaN	-3318192449	-3160590708	NaN	4.41646E-05	4.57764E-05	NaN	11668535318	770.2886353	NaN	1777354238	12193746625	804.960022	8362296544	1822638295	23588545009	31587454100	171.0832805	1970214798	130.062088	NaN	NaN	NaN	8745325448	9854604715	650.5435181	NaN	NaN	19063524445	820	NaN	NaN	1790	-340727112.5	-22.49281639	NaN	-2339141448	-154.4164734	-240827444.5	NaN	NaN	45284057.38	NaN	NaN	2480197.273	NaN	6.60142E-08	5.50983E-08	3.4125E-08	0.516935089	7.6735E-08	NaN	2
82300002.18	11526410240	83600695.55	13143207936	1203849984	11759324160	24864516096	447638909.6	6446000128	58641354752	NaN	NaN	NaN	NaN	486388919.6	7004000256	555091325.8	71938859008	205138849.9	839263792.4	86149562368	NaN	19861764.24	31643438.55	83062544.72	8150889.601	63903575.83	4171803.352	-164123789.1	930706229.8	1538356939	NaN	NaN	6510471603	7.093312331	NaN	3604445696	1139166679	16403999744	2020702846	2.1673E+11	1139166679	16403999744	2264659407	2.3126E+11	6763260739	9056682033	70255.62199	-148415968.4	-2137189888	NaN	2251600000	2.26244E+11	1371906636	1117466678	16091519744	2223289676	2.27389E+11	6634427299	420	675.4239612	69079.64761	2020	-80815968.95	-1163749922	NaN	-21700000.57	-312480000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-5015938637	14.39999962	NaN	2.425457243	0.168434535	4.709302382	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	669027512.2	2456000000	NaN	3826750200	14048000000	NaN	NaN	24115227433	88527000000	NaN	NaN	26767910623	NaN	NaN	NaN	285125437.4	NaN	7210926483	NaN	8323504355	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.94557094	NaN	NaN	NaN	NaN	NaN	NaN	51552165569	1.89248E+11	66761387589	4.11896E+11	1.00128E+11	1.34081E+11	215673.6201	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.671000004	3.671	1.890061795	0.514862924	NaN	NaN	3
14561091402	15878500352	27769272032	29903998976	26478000128	29903998976	11580300288	12742527491	12149999616	11432500224	46265968740	44114599936	39492315200	36946501632	62081177195	59194400768	56890888084	54178000896	1.14897E+11	1.27062E+11	1.24819E+11	3863000520	585252650.5	NaN	22019432907	8959548.109	3095215349	3052620194	3696491331	1.58734E+11	1.69908E+11	831071679.9	3883691874	14623091176	90.67887661	5120	NaN	1.8972E+11	1.80898E+11	1.94068E+11	1.90429E+11	1.8972E+11	1.80898E+11	2.05294E+11	1.99493E+11	2.04841E+11	2.74302E+11	6028.148029	30799171596	29367009280	32946584040	2.0305E+11	1.98238E+11	1.31014E+11	1.83857E+11	1.75308E+11	1.99014E+11	1.93363E+11	1.98511E+11	3960	6013.688737	5842.925021	6000	25729551809	24533126950	1.92648E+11	-5862619787	-5590007808	-5590007808	268.4845383	256	9064139776	420224246.9	400683808	400683808	-1255409176	0.953499973	0.953554417	0.883115411	0.926182943	0.810251296	NaN	2
842829165.1	1.24561E+12	588968086.1	7.58098E+11	31700000	6.30286E+11	1.83594E+12	488513855.5	18820000	2.44605E+11	730175066.6	28130000	579672209.9	3.10468E+11	963270413.2	37110000	1587101621	6.43698E+11	504347726.4	305107360.9	1.1987E+11	NaN	NaN	NaN	167732469.5	NaN	NaN	NaN	NaN	1898457907	2983578809	NaN	NaN	1.24427E+12	0.007630539	3030000	39685529600	1956131995	75360000	2288024867	1.00817E+12	2068526522	79690000	2489508723	1.04436E+12	6866927996	9195502904	297363.5837	422063511.7	16260000	NaN	2486400000	1.04301E+12	NaN	2066190377	79600000	2485546192	1.04281E+12	6859172650	NaN	707.7192763	296923.2344	1950	NaN	NaN	NaN	-2336144.899	-90000	NaN	112394526.8	4330000	36183302144	NaN	NaN	NaN	-1343565341	0.038525008	NaN	0.011604898	0.301230262	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
369677765.3	NaN	154348145.4	NaN	416740000	NaN	NaN	14514814.56	39190000	40910988.85	10574073.89	28550000	12441143.99	42431992.78	72870369.08	196750000	79952697.35	237386401.3	261825927.2	433048520.1	1214682176	13969317.56	1467166.334	NaN	48461418.75	NaN	NaN	NaN	72437764.99	NaN	NaN	NaN	NaN	NaN	65.66618683	NaN	NaN	349211110.9	942870016	524890092.6	1471376540	410388899.4	1108050048	600034493.1	1687398190	708092466.2	948206577.3	26889.09376	151922213.6	410189984	NaN	484014000	NaN	384257566.9	378088882.2	1020840000	NaN	NaN	652361429.4	6120	NaN	NaN	10400	120925900.1	326499936.1	NaN	-32300017.21	-87210048	NaN	61177776.7	165180000	218728270.7	9299999.836	25110000	NaN	NaN	2.700000048	2.7	1.56483807	0.579569645	NaN	119.7656686	2
