Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13243458.31	NaN	189944138.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.2686891	NaN	NaN	NaN	NaN	NaN	NaN	1858659293	3327000064	1858659293	2886299904	NaN	NaN	31973.7225	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.789999962	1.79	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3109711.885	NaN	145261677.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	146.0181158	NaN	NaN	NaN	NaN	NaN	NaN	1133644295	1230458462	1133644295	842675208.7	NaN	NaN	13037.64596	NaN	NaN	NaN	NaN	NaN	1214250425	1133644295	1230458462	1133644295	NaN	NaN	18790	17539.442	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.085400833	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4631948.471	88055152.71	NaN	NaN	9092427.683	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.65408333	47.35757473	NaN	NaN	NaN	NaN	0
8181963886	NaN	1374215764	NaN	13798500486	NaN	NaN	517139727.1	5192600000	183681756.8	263848222.3	2649300000	263848222.3	93840044	6584234638	66112300000	6584234638	1293723342	2027805995	2027805995	512382472.7	223014506.2	56583708.56	NaN	854128806.4	NaN	3837547397	126957007.3	1313896212	2757759653	2757759653	-2483926585	-2356969577	NaN	4606.828454	NaN	NaN	8949288537	89859806205	8949288537	NaN	9129180361	91666100000	9129180361	1989787571	30592371680	34484254904	142.879095	3820520333	38361844663	1054770660	NaN	NaN	5904247305	7449435856	74799785434	7449435856	NaN	24963458002	420	534.9157212	NaN	1790	2168275829	21771657597	NaN	-1679744504	-16866314566	-389133853.4	NaN	NaN	NaN	27532044.15	276449255.3	26628406.09	NaN	10.041	10.04054417	2.996371153	0.298413619	4.331697509	NaN	2
705460100	87622116559	911924740.3	84687822848	1.31324E+11	1.12784E+11	1.82053E+11	954446957.4	1.37448E+11	96278528000	374958326.3	53996998656	374958326.3	54381998080	622826495.4	89691997952	622826495.4	80717217792	1699169557	1699169557	1.74418E+11	107756052.7	17962391.72	NaN	368378073	NaN	40929629.06	10282735	503496674.1	3381177093	3381177093	542205399.5	552488134.5	92923483665	141.022641	1.02861E+11	-7019707441	3276443010	4.71834E+11	3276443010	3.51414E+11	3686649387	5.30907E+11	3686649387	3.76469E+11	13079476504	14743414028	122554.3578	235266767.3	33880296625	NaN	3686600000	3.81771E+11	3603198269	3790484795	5.4586E+11	3790484795	3.87676E+11	13447863253	1170	1233.93961	126202.383	4380	872002175.5	1.25575E+11	NaN	103835408.2	14953129470	NaN	410206377	59072999936	25055591657	438500000	63147508000	47324143302	5301367106	144.008	143.7094167	40.59084511	0.28186521	53.98940832	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	2360789720	8670000000	NaN	9465486996	34762000000	9465486996	NaN	50621376531	1.85907E+11	50621376531	NaN	51355209091	51355209091	NaN	NaN	667522489.6	NaN	14108679719	NaN	14881708500	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.52501325	NaN	NaN	NaN	NaN	NaN	NaN	1.04337E+11	3.83179E+11	1.04337E+11	6.43728E+11	1.85898E+11	2.09548E+11	212206.8937	NaN	NaN	NaN	70591000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.672499895	3.6725	2.061230506	0.561260875	NaN	NaN	3
30936899584	31271744116	46020116480	49502143195	46020116480	49502143195	34466197802	13300482048	13300482048	14990783600	46877339648	46877339648	46877339648	43855461424	73866928128	73866928128	73866928128	70344524986	1.80382E+11	1.80382E+11	1.77198E+11	12773206086	836621228.1	NaN	33953968376	107510307	8475496340	3850383828	3100101806	2.34119E+11	2.34119E+11	2619312374	6469696201	32569821036	102.9079849	NaN	1150451358	2.6755E+11	2.6755E+11	2.6755E+11	2.62534E+11	2.84204E+11	2.84204E+11	2.84204E+11	2.76173E+11	3.3688E+11	3.79737E+11	7478.13115	44218826752	44218826752	47605766429	2.842E+11	2.77471E+11	2.75544E+11	2.76656E+11	2.76656E+11	2.76656E+11	2.688E+11	3.27933E+11	7460	7491.217375	7278.498	8880	37070086366	37070086366	2.69923E+11	-7547770369	-7547770369	-7547770369	16654157824	16654157824	13639116099	399035948	399035948	399035948	1298076920	1	0.9995	0.843636024	0.843636024	0.948527427	NaN	2
446833330.7	1.91128E+11	352401551.8	1.58075E+11	1.92278E+11	1.59006E+11	4.13194E+11	443740430.6	2.3941E+11	2.48676E+11	321849363.5	1.73646E+11	321849363.5	1.7238E+11	677086923.2	3.65306E+11	677086923.2	2.74613E+11	616070586.8	616070586.8	2.42041E+11	43605011.46	20550193.92	NaN	278627906.2	4581976.412	NaN	40949489.28	-200617791.6	1681253783	1681253783	-223094439.7	-182144950.4	1.91094E+11	128.6107988	-178500000	-31771763961	1736897941	9.37102E+11	1736897941	7.6533E+11	1911563665	1.03134E+12	1911563665	8.01906E+11	6263872381	7060746193	260689.5025	-162949885.3	-87915700000	NaN	1911600000	8.01873E+11	2025189581	1964463665	1.05988E+12	1964463665	8.2419E+11	6437216777	660	638.6219377	267933.4839	2090	78010114.65	42088485195	NaN	52900000	28540925452	NaN	174665724.8	94236700000	73668486482	188058138.6	1.01462E+11	79216190816	-33600123.64	539.526001	539.5258333	164.6486769	0.305172831	189.3431409	103.3183333	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
466857019.9	NaN	280851846.9	NaN	758300000	NaN	NaN	13195720.88	35628447	45880492.55	13482626.8	36403093	13482626.8	45984093.05	114786983.5	309924861	114786983.5	340812378.3	586632886.7	586632886.7	1645479613	25616798.22	2044146.274	NaN	98367384.31	NaN	NaN	NaN	115656380.4	NaN	NaN	NaN	NaN	NaN	96.01131314	NaN	NaN	714615591.1	1929462130	714615591.1	2003216731	802526700.6	2166822130	802526700.6	2256840428	1125067393	1268195587	29062.02261	249245468.2	672962776	NaN	665318000	NaN	659072988.2	758007812.5	2046621130	758007812.5	NaN	1062656074	8490	9761.097823	NaN	13680	214071765.3	577993776.4	NaN	-44518888.1	-120201000	NaN	87911109.56	237360000	262590891.8	9345185.02	25232000	NaN	NaN	2.700000048	2.7	1.925948743	0.713314336	2.125707705	101.0533246	2
