Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37384853.77	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.4985871	NaN	NaN	NaN	NaN	NaN	NaN	330073024.9	318914269	665181771.4	494451558.3	NaN	NaN	10819.03545	NaN	NaN	NaN	NaN	NaN	343845502.9	330073024.9	318914269	NaN	NaN	NaN	7520	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.966193069	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11318570.08	59409944.81	NaN	NaN	162470522.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.59999847	487.4956086	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20027418.04	NaN	NaN	NaN	1073392938	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.9918E-08	NaN	NaN	NaN	NaN	2
335069929.3	NaN	712237776	NaN	5247000064	11434513408	NaN	636923112.4	5464800256	60779954176	NaN	NaN	NaN	NaN	846666659.3	7264399872	839499051.3	1.08798E+11	440652684.6	1306475367	1.34108E+11	NaN	31287342.67	14379131.69	153146532.6	7021306.14	199610117.9	NaN	430287611.9	1553285368	NaN	NaN	NaN	NaN	5.249948461	99968	NaN	1924242456	16510000128	2731485606	2.92965E+11	1924242456	16510000128	3079599649	3.14479E+11	7359405179	12315739279	108778.5697	573741222.8	4922699648	NaN	NaN	NaN	NaN	1927442456	16537456128	NaN	NaN	7371643812	NaN	NaN	NaN	2550	583441222.8	5005925647	NaN	3200000	27455999.76	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.579999924	NaN	2.243387845	0.261467117	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	352220103.1	1293000000	NaN	3823208931	14035000000	NaN	NaN	26259874666	96400000000	NaN	NaN	15195859423	NaN	NaN	NaN	185495529.3	NaN	4807681826	NaN	6599028913	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.23280593	NaN	NaN	NaN	NaN	NaN	NaN	41807954192	1.53477E+11	60330666087	3.72221E+11	72404119774	1.21166E+11	291022.4359	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.671000004	3.671	2.119727448	0.577425074	NaN	NaN	3
6003000152	10938000384	15790000399	33969500160	157900	33969500160	7569299968	6601000167	66010	10707800064	23497000594	234970	41620181936	38937198592	31406000793	314060	59639876853	56795901952	41085001038	1.21443E+11	1.19299E+11	1805222958	425897852.5	NaN	7836147320	13871551.62	4166482059	NaN	6100972287	62980300964	1.6176E+11	NaN	3300624527	12078284877	0.000403175	NaN	NaN	79092001998	790920	1.90372E+11	1.86803E+11	79092001998	790920	2.01878E+11	1.96173E+11	1.61184E+11	2.69737E+11	6561.026454	18031000456	180310	38478289997	2.021E+11	1.97313E+11	84267616758	74996801895	749968	1.91332E+11	1.85899E+11	1.52839E+11	2820	6399.117568	6217.409279	5110	13937800352	139378	1.97313E+11	-4095200103	-40952	-40952	NaN	NaN	9370850304	NaN	NaN	NaN	1140284493	1E-05	6.76491E-06	4.90692E-06	0.490692475	3.38609E-06	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	178200032	178200032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	2
129688886.6	NaN	40966665.94	NaN	110610000	NaN	NaN	7148148.022	19300000	28333588.24	7144444.318	19290000	10911602.3	37215309.96	23018518.11	62150000	35769206.63	106201835.8	119259257.2	309060814.4	866902079.5	4440438.551	586454.4081	NaN	17149824.32	NaN	NaN	NaN	20111661.13	NaN	NaN	NaN	NaN	NaN	42.68868488	NaN	NaN	149425917.4	403449984	345491398.2	968484536.3	173511108	468480000	390244613.4	1097433667	368507127.1	616685396.4	16453.0317	23162968.48	62540016	NaN	314788000	NaN	163337900.6	173111108.1	467400000	NaN	NaN	367657597.4	2450	NaN	NaN	5510	37262968.49	100610016.7	NaN	-399999.9929	-1080000	NaN	24085184.76	65030000	132458315.4	14499999.74	39150000	NaN	NaN	2.700000048	2.7	1.271291559	0.470848717	NaN	147.7762685	2
