Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
1208938573	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9268452.4	NaN	141655560.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.71788029	NaN	NaN	NaN	NaN	NaN	NaN	1083240282	1939000064	1291009346	2004800000	NaN	NaN	27624.59868	NaN	NaN	NaN	NaN	NaN	1084288094	1120000024	2004800000	NaN	NaN	NaN	14940	NaN	NaN	NaN	NaN	NaN	NaN	36759777.32	65800000	2.38419E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.789999962	1.79	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	133342142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.2888174	NaN	NaN	NaN	NaN	NaN	NaN	1007090896	770273984	868684527.5	645721871.5	NaN	NaN	10643.18232	NaN	NaN	NaN	NaN	NaN	1142448902	1007090896	770273984	NaN	NaN	NaN	18830	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.764850508	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7196003.416	47964452.75	NaN	NaN	7226013.775	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	487.4956086	NaN	NaN	NaN	NaN	0
2849011622	NaN	1397570036	NaN	3015.229004	NaN	NaN	610895700.6	3113.399902	93126711.42	298835415	1523	197139100.2	70114331.94	2706668001	13794.40039	3676992344	722485009.3	1968036348	1828950832	462136097.9	143125893.9	30357539.75	NaN	409362445.8	NaN	1696057377	55788192.97	-1765479006	1134022437	NaN	-3403497854	-3347709661	NaN	0.002108225	4107.418457	NaN	4919511951	25072.05078	NaN	1250325244	5285600050	26937.80078	5862329456	1277747819	17255100847	22144163585	112.3615819	525299598	2677.163574	NaN	NaN	NaN	3549258264	3239442260	16509.6582	NaN	NaN	10575318288	310	NaN	NaN	930	-1355058193	-6905.987456	NaN	-2046157791	-10428.14258	-215708350.7	NaN	NaN	27422574.93	NaN	NaN	9787626.872	NaN	5.09645E-06	2.66017E-06	1.56115E-06	0.306321018	4.27362E-06	NaN	2
189399541.7	30633125888	162105372.8	29950492672	16544879616	26796924928	85308923904	671030006.8	68487000064	76720496640	NaN	NaN	NaN	NaN	281249228.9	28704999424	334120692.8	43301453824	275791801.8	1012096698	1.03891E+11	NaN	12261989.82	NaN	91350387.67	2689836.897	35453238.99	3033874.005	38099685.26	1086577868	1618157199	NaN	NaN	21120968031	53.28813122	5824	-7373873071	1228071037	1.2534E+11	2087672960	2.23913E+11	1228071037	1.2534E+11	2303357907	2.35212E+11	7177709260	9211442616	72936.14652	-413491807	-42202007552	NaN	2247500000	2.257E+11	1044129835	1216071331	1.24115E+11	2280919185	2.33283E+11	7107574554	320	707.2834747	72338.11058	2200	129708486.9	13238372448	NaN	-11999706.06	-1224720000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9512157857	102.0625	102.0625	17.46239583	0.171095121	26.77763491	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	823753744.7	3024000000	NaN	4363116313	16017000000	NaN	NaN	28635794032	1.05122E+11	NaN	NaN	26165622419	NaN	NaN	NaN	345273838.6	NaN	7755701957	NaN	7386958172	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.37353828	NaN	NaN	NaN	NaN	NaN	NaN	55625170196	2.042E+11	69864671839	4.31042E+11	1.09335E+11	1.40314E+11	203158.5571	NaN	NaN	NaN	40132000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.671000004	3.671	1.867656364	0.508759565	NaN	NaN	3
16358136224	16340960000	45116786820	45069414303	45069414400	45069414303	22027600000	12161619309	12148849664	12148850090	43183640481	43138297856	46110759723	43138297938	64725439047	64657477632	67895110748	64657478461	1.44554E+11	1.46997E+11	1.44403E+11	7627231844	620679281.3	NaN	28187772757	3423334.5	3160438674	3727210135	8701868939	2.0233E+11	2.0692E+11	8831996031	12559206166	16340960351	99.99999707	NaN	1493945488	2.21441E+11	2.21209E+11	2.25435E+11	2.21209E+11	2.36754E+11	2.36505E+11	2.43383E+11	2.36505E+11	2.53396E+11	3.25194E+11	6959.706216	39424156656	39382761472	39382774654	2.4224E+11	2.36505E+11	2.41274E+11	2.33681E+11	2.33436E+11	2.40258E+11	2.33436E+11	2.50108E+11	7100	7070.161342	6869.398204	7360	36904288369	36865539035	2.33436E+11	-3072075605	-3068849940	-3068849940	15312129890	15296052224	15296052265	552780416.9	552200000	552200000	350.9555531	0.998950005	0.998945833	0.933340515	0.934321548	1.055334625	NaN	2
567247804.2	2.56596E+11	149628410.2	89467731968	416449984	67444670464	4.34764E+11	591715987.7	2077810048	2.10371E+11	263283578.6	924520000	254399006.6	1.36254E+11	310448631.4	1090140032	432207358.3	1.75295E+11	249804972.1	372067027.8	1.46177E+11	38701839.83	15332284.61	NaN	88138605.91	170241.014	NaN	28013649.94	-175895088	1014268731	1293152427	-180452578.6	-152438928.6	3.37905E+11	0.760996014	-292049984	32250568704	1151969591	4045139968	1207006273	5.31843E+11	1201313196	4218409984	1321391353	5.54327E+11	3803220506	4880825647	164470.6607	-44004018.74	-154520064	NaN	1515300000	6.35636E+11	1102754546	1102577578	3871699968	1194855687	5.01301E+11	3490634805	330	354.5173449	148737.5577	1040	-87499636.94	-307254880	NaN	-98735618.19	-346710016	NaN	49343600.63	173270000	22484123648	449335181	1577840000	2.41318E+11	81308993860	3.511498913	9.105	1.109167869	0.315867354	1.225421241	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
439285183.4	NaN	144648151.5	NaN	390550016	NaN	NaN	15862962.68	42830000	44322886.91	9444444.278	25500000	11112055.05	37898977.79	70474072.83	190280000	73344509.6	217766126.3	301003710.2	475125398.8	1332705982	16021664.45	1611904.765	NaN	54386246.62	NaN	NaN	NaN	89796704.22	NaN	NaN	NaN	NaN	NaN	68.73125734	NaN	NaN	387340745.8	1045820032	556242270.5	1559263242	456537023	1232649984	637740684.1	1793434358	785288218.9	1007791916	27490.63978	169785170.3	458419968	NaN	514429000	NaN	441925530.7	433637017.5	1170819968	NaN	NaN	745897975.3	6770	NaN	NaN	11430	144211090.7	389369951.9	NaN	-22900005.52	-61830016	NaN	69196295.07	186830000	236354924	-2666666.62	-7200000	NaN	NaN	2.700000048	2.7	1.569678437	0.581362374	NaN	125.5006208	2
