Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13564934.99	NaN	195530730.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.5849415	NaN	NaN	NaN	NaN	NaN	NaN	1898882758	3399000064	1845780110	2866299904	NaN	NaN	31032.98836	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.789999962	1.79	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3179976.563	NaN	163162005.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	150.0628176	NaN	NaN	NaN	NaN	NaN	NaN	1264760246	1413382223	1267077320	941860379.1	NaN	NaN	14186.78083	NaN	NaN	NaN	NaN	NaN	1302424370	1264760246	1413382223	NaN	NaN	NaN	19620	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.11751	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3913817.308	82598119.8	179520009.3	NaN	1920.205994	28982663.9	NaN	2199546265	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2461666315	1.33987E+11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2461666315	1.33987E+11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.42939167	47.50001452	NaN	NaN	NaN	NaN	0
6847446149	NaN	1197649980	NaN	26417763255	NaN	NaN	728855743.9	16077100000	216744473.1	346101187.8	7634300000	289975847.9	103132574.1	5798032460	1.27893E+11	6853493831	1346629552	2409135008	1934998351	488931999.5	194039553.6	59018585.99	NaN	830979444.2	NaN	2917081894	139507541.1	-953588215.3	3626994149	NaN	-3874916839	-3735409298	NaN	9604.357129	NaN	NaN	8798414174	1.94075E+11	NaN	NaN	8936023212	1.97111E+11	9416016124	2052306025	32268923103	35567738545	142.6376995	1348048797	29735260365	539604124.6	NaN	NaN	6641742851	7375055487	1.62679E+11	NaN	NaN	26632103876	460	NaN	NaN	1850	-122368927	-2699213792	NaN	-1560967724	-34431826057	1697313744	NaN	NaN	NaN	90549287.89	1997336192	27711138.74	NaN	22.058	22.05786167	6.108378621	0.276923503	10.63948934	NaN	2
839469835	1.07929E+11	1126928636	1.08659E+11	1.61895E+11	1.12242E+11	2.12288E+11	990574974.9	1.42306E+11	98381996032	380460806.2	54656999424	398566471	57806000128	727272713	1.0448E+11	742878282.5	96275718144	1957218230	1810636784	1.8586E+11	120437333.9	19591324.14	NaN	413185575.7	NaN	32865309.76	12560898.12	685565526	3790517469	3684117735	741131640	753692538.1	1.12531E+11	145.8996001	58465201972	-11700778485	3675065918	5.2796E+11	3547796879	3.80518E+11	4091020249	5.87716E+11	3944714844	4.02822E+11	14312320685	15775453010	130897.8595	382749308.4	54985765644	NaN	3934400000	4.07424E+11	4114939771	4236568355	6.08625E+11	4087853569	4.18089E+11	14821516688	1340	1328.356013	135858.9131	4820	1098897414	1.57868E+11	NaN	145548105.3	20909440813	NaN	415954331.3	59755999232	22304481253	542600000	77949916000	56915160995	4601421045	143.66	143.4848333	41.06363894	0.285839057	54.13716784	NaN	1
50787203629	3.20879E+11	21672703138	1.00944E+11	82385000000	1.04497E+11	1.9654E+11	2312321373	8492000000	10964000000	13754663429	50514000000	NaN	63394000000	51321444625	1.88478E+11	NaN	4.00246E+11	49677877525	NaN	2.41524E+11	NaN	614513792.5	NaN	13918473252	NaN	12222846948	1422588471	NaN	NaN	NaN	NaN	NaN	2.37358E+11	58.12658755	NaN	NaN	1.02994E+11	3.78245E+11	NaN	6.51249E+11	1.03312E+11	3.79412E+11	1.05797E+11	6.52734E+11	1.92773E+11	2.12479E+11	207253.988	31166781013	1.1446E+11	NaN	82454000000	5.69213E+11	1.05599E+11	1.08376E+11	3.98012E+11	NaN	6.8103E+11	2.02223E+11	33530	NaN	216238.3503	64210	NaN	NaN	NaN	5064669988	18600000000	NaN	317767197.6	1167000000	1485000000	NaN	NaN	NaN	-83520690743	3.672499895	3.6725	1.968185234	0.535925198	NaN	NaN	3
30976999424	32128899713	38098829312	41749587704	38098829312	41749587704	29659341224	12275651584	12275651584	15148439709	43241975808	43241975808	43426235783	40626827855	67828285440	67828285440	69061289057	65768046631	1.74871E+11	1.73139E+11	1.70083E+11	12833615735	851855679.6	NaN	31914450247	111542175.7	7401609573	3459172731	2409806787	2.21542E+11	2.23704E+11	3434176341	6893349073	33489247244	101.7803409	NaN	2858355100	2.54975E+11	2.54975E+11	2.55795E+11	2.51E+11	2.68697E+11	2.68697E+11	2.71674E+11	2.63997E+11	3.29328E+11	3.62995E+11	7077.257343	41641443328	41641443328	45579493724	2.718E+11	2.65357E+11	2.60812E+11	2.6097E+11	2.6097E+11	2.63868E+11	2.56376E+11	3.19857E+11	6990	7073.818275	6872.951295	8570	34339191013	34339191013	2.5763E+11	-7726740702	-7726740702	-7726740702	13721546752	13721546752	12997173168	424494817.5	424494817.5	424494817.5	1360347531	1	0.9995	0.815894536	0.815894536	0.912617951	NaN	2
539539689.4	2.42712E+11	374779303.1	1.66461E+11	2.32329E+11	1.84911E+11	4.39668E+11	542115987.5	3.00907E+11	2.78836E+11	332127878.1	1.84351E+11	356126389.9	1.90739E+11	696719273.6	3.86721E+11	710178333.5	2.88035E+11	674865059.6	679003623.2	2.66766E+11	48454136.89	21481520	NaN	302841134.3	4929508.438	NaN	45406083.17	-83942634.09	1875152562	1872688522	-107305608.8	-61899525.63	2.42642E+11	133.8441522	-43445900000	-72229594882	1913700321	1.06222E+12	1891918599	8.33636E+11	2118467913	1.17588E+12	2094244952	8.78542E+11	7018067323	7735516393	286561.0662	-19541851.33	-10846900000	NaN	2095000000	8.78472E+11	2172390025	2182923205	1.21165E+12	2158641280	9.05657E+11	7231595020	710	704.1014544	295405.3792	2360	218898500.2	1.21502E+11	9.12849E+11	64455291.28	35776553980	34377678029	204767592.7	1.13658E+11	86096022996	173984832.7	96572021261	73191753665	-70274717.29	555.06	555.0782583	167.5499458	0.301859161	189.9318952	102.15	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
445325918.1	NaN	215788885.1	NaN	582630000	NaN	NaN	12913743.85	34867109	45880492.55	13929500.49	37609652	13813809.62	47113631.22	103120436.3	278425183	118479919.3	351777020.7	581787387.5	594746281.3	1668237330	25994664.45	2090334.244	NaN	97069233.99	NaN	NaN	NaN	61767997.51	NaN	NaN	NaN	NaN	NaN	92.93312605	NaN	NaN	697821567.7	1884118266	726989491	2037903357	793977121.5	2143738266	820275710.9	2306753638	1176020299	1296243521	29138.55413	174540367.3	471259000	NaN	648673000	NaN	730995501.7	769188973.8	2076810266	NaN	NaN	1139304676	9230	NaN	NaN	14390	158884441.8	428988000.4	NaN	-24788147.71	-66928000	NaN	96155553.86	259620000	276558926.5	9132222.061	24657000	NaN	NaN	2.700000048	2.7	1.822875224	0.67513896	2.096282529	102.8024766	2
