Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2744312.451	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	940116014.2	1459900032	NaN	NaN	23905.74648	NaN	NaN	NaN	NaN	NaN	NaN	648659249.6	1161100032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.789999962	1.79	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99411748.21	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.16292521	NaN	NaN	NaN	NaN	NaN	NaN	721426027.5	505070339	779536863.3	579455471.2	NaN	NaN	11534.6658	NaN	NaN	NaN	NaN	NaN	709820920.5	721426027.5	505070339	NaN	NaN	NaN	14130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.700099968	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12850612.79	76079659.36	NaN	NaN	46329906.49	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.59999847	487.4956086	NaN	NaN	NaN	NaN	0
2633575960	649107936.9	945855589.5	218489851.7	28.20000076	217717797.8	677316342.6	1269418416	37.98099899	236001054.2	657520064.7	19.67300034	403251729.7	143420182	3140641789	93.96800232	4954178561	973436822.2	3565173863	2507207818	633516887	331733821.8	22989779.15	NaN	731530035.2	NaN	1180203144	NaN	-230811005.2	4721481721	NaN	NaN	-1102238958	1010447981	1.29476E-05	6.610004425	699274.5008	7656784874	229.0910034	NaN	1768694644	7975234067	238.6190033	8455508856	1842954763	21418474792	31939551112	188.0627493	1810769346	54.17821884	550849435.8	NaN	2204294807	7194424494	6633214900	198.4657898	NaN	1489620820	17814316786	730	NaN	152.007088	1820	500750178.5	14.98244534	1894174678	-1342019040	-40.15320969	-310120129	NaN	NaN	74260118.9	NaN	NaN	NaN	361340043.6	2.992E-08	2.9918E-08	1.11408E-08	0.372353034	NaN	NaN	2
348287488	NaN	670374976	NaN	4915999744	11418352640	NaN	669687488	5357499904	60824539136	NaN	NaN	NaN	NaN	984337472	7874699776	928932569.8	1.20388E+11	471975040	1331859649	1.36714E+11	NaN	32833151.36	18809671.11	188138996.2	46809983.58	67005254.44	NaN	373267076.1	1805436095	NaN	NaN	NaN	NaN	5.143105403	100608	NaN	2126000000	17008000000	2872332710	3.08071E+11	2126000000	17008000000	3238396691	3.30695E+11	8684702127	12950790323	103508.6885	554212480	4433699840	NaN	NaN	NaN	2392371983	2126200000	17009600000	NaN	NaN	8685519126	750	NaN	NaN	2720	561412480	4491299840	NaN	200000	1600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8	NaN	1.958386108	0.244798264	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	434486515.5	1595000000	NaN	3207028054	11773000000	NaN	NaN	19231272113	70598000000	NaN	NaN	16609915537	NaN	NaN	NaN	216751384.6	NaN	3917733584	NaN	3943082232	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.34562669	NaN	NaN	NaN	NaN	NaN	NaN	36275674166	1.33168E+11	49795752494	3.07224E+11	67064684401	1.00008E+11	190673.2521	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.671000004	3.671	1.985665051	0.540905761	NaN	NaN	3
12029545361	12995399680	23524999816	35302998016	20702000	35302998016	7853150208	11330681730	9971000	11031100416	35337499724	31097000	40262674674	37667201024	48572726893	42744000	59649537127	56805101568	66303408573	1.21645E+11	1.19498E+11	1402156282	544359845.8	NaN	14790535121	148146513	1933886613	NaN	7431948320	1.03843E+11	1.66389E+11	NaN	6209091652	12050072199	0.056631634	NaN	NaN	1.26207E+11	111062000	1.90913E+11	1.87334E+11	1.26207E+11	111062000	2.01816E+11	1.96113E+11	1.80828E+11	2.69655E+11	6180.850423	27714772511	24389000	39499674247	1.999E+11	1.95168E+11	1.24116E+11	1.20716E+11	106230000	1.92999E+11	1.87519E+11	1.72961E+11	3910	6082.722146	5909.998169	5450	22223863463	19557000	1.95163E+11	-5490909048	-4832000	-4832000	NaN	NaN	8779029504	NaN	NaN	NaN	-945327480.9	0.00088	0.00087526	0.000614184	0.697936809	0.000447468	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
266674057.5	NaN	134929633.2	NaN	364310016	NaN	NaN	11888888.68	32100000	35507050.93	8925925.768	24100000	12410640.31	42327956.37	59307406.36	160130000	72673066.73	215772554.9	212992594.8	384267929.9	1077854752	11412846.07	1281774.678	NaN	41359285.29	NaN	NaN	NaN	29503187.13	NaN	NaN	NaN	NaN	NaN	59.97927154	NaN	NaN	284188889.8	767310016	467657919.1	1310942806	338696290.3	914480000	542165230.6	1524660064	574535759.6	856758475.7	24328.77602	95803684.23	258669952	NaN	437334000	NaN	315657669.5	308896279	834019968	NaN	NaN	523985539.2	5040	NaN	NaN	8360	70866635.87	191339920.2	NaN	-29800011.33	-80460032	NaN	54507406.44	147170000	213355949.7	12199999.78	32940000	NaN	NaN	2.700000048	2.7	1.591685086	0.589512984	NaN	119.9073341	2
37680442375	99224000000	64991996508	1.27453E+11	90466000000	1.2939E+11	58802000000	10959109662	15062200320	14296000000	NaN	NaN	41377401460	85415000000	69546420303	95584600064	71667948085	1.9319E+11	1.29906E+11	1.637E+11	3.71592E+11	10615033950	1170276714	NaN	43153376019	4277480298	2074671910	NaN	10951264112	1.8225E+11	2.18805E+11	NaN	17251814425	56308832603	51.82783457	-2073000000	19321000000	2.10411E+11	2.89189E+11	2.44664E+11	5.79078E+11	2.3848E+11	3.27767E+11	2.77414E+11	6.32415E+11	2.47053E+11	3.7806E+11	38253.52948	64153812573	88173000000	NaN	2.7559E+11	5.895E+11	2.33128E+11	2.31756E+11	3.18525E+11	2.69387E+11	6.15839E+11	2.40087E+11	14100	16294.66299	37250.85724	14520	57312585416	78770417396	NaN	-6724388824	-9242000000	NaN	21821594971	29991600128	45373000000	29103608.85	40000000	NaN	-42915167397	1.3744	1.279908333	1.326707196	0.965299182	1.352391303	94.5274544	3
45337655188	47211025581	31031769754	37179015802	28727889000	38012223894	49322296433	4375338237	3925991000	3720420369	25422320294	22811448000	24638094608	27560916823	37776050373	33896450000	37302233330	41846130289	74511862253	80386219220	95882141827	6764088005	239034544.4	NaN	19656219150	8691385.014	114626544.4	NaN	10714551269	1.11179E+11	1.16932E+11	NaN	17116286801	49091265739	74.1483855	-137239000	-3252695662	1.16663E+11	1.04682E+11	1.21064E+11	1.41449E+11	1.31969E+11	1.18416E+11	1.35933E+11	1.59702E+11	1.27984E+11	1.80168E+11	21054.04605	31802558787	28536436000	37781193199	1.4047E+11	1.61582E+11	1.34098E+11	1.30774E+11	1.17343E+11	1.34681E+11	1.58238E+11	1.26824E+11	17680	17755.50405	20861.05507	16720	30575265014	27435185297	1.60135E+11	-1195838627	-1073026000	-1447133330	15306177421	13734233000	18252920968	-247261785.4	-221868000	-1447133330	1880240159	0.8973	12.34766667	0.925240371	1.031138271	0.978473594	99.80166501	3
