Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14623169.92	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.79	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43470900.76	3655792.479	NaN	311343329.3	NaN	NaN	3354685.558	NaN	NaN	NaN	NaN	NaN	NaN	164.9814331	NaN	NaN	NaN	NaN	NaN	NaN	2322163502	1870189209	1524990241	1133575563	NaN	NaN	15055.72389	NaN	NaN	NaN	NaN	NaN	2096037836	2322163502	1870189209	NaN	NaN	NaN	27840	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.805365	NaN	NaN	NaN	NaN	NaN	3
1726174934	24200000000	992908790.4	64500000000	47469000000	65900000000	1.179E+11	2320340926	1.10931E+11	97533638390	849941136.1	40634000000	NaN	34499000000	1303081367	62297735701	NaN	53650754339	1955111057	NaN	90057895496	NaN	4557871.143	72350653.46	461308291	NaN	NaN	81113267.7	NaN	5178883799	NaN	NaN	NaN	45996990956	110.8862182	NaN	34433732522	5578533350	2.66699E+11	NaN	2.41242E+11	5704202651	2.72707E+11	NaN	2.45934E+11	18908799447	19536432214	8460.446783	-1705467110	-81535000000	NaN	NaN	2.67731E+11	5777898671	5712542744	2.73105E+11	NaN	2.46271E+11	18936445931	200	NaN	8472.043747	650	NaN	NaN	2.67827E+11	8340093.316	398723320.2	96390000	125669300.2	6008000000	4691444298	58300160.1	2787215026	NaN	21796990956	47.80801667	47.8453125	14.42220677	0.301669213	15.33467315	NaN	0
13779777615	NaN	1802076034	NaN	1.50548E+11	NaN	NaN	1705945432	1.42517E+11	310774160.2	790775919.8	66062527423	405847645	144343443.1	13071674160	1.09203E+12	9013765127	1771097019	4997599366	2441898618	617014672.3	455026409.9	121661925	NaN	1982654208	NaN	6993461812	423231753	503020038.8	8318528077	NaN	-6579618078	-6156386325	NaN	61212.27676	NaN	NaN	20193061133	1.68696E+12	NaN	NaN	19775218958	1.65205E+12	12382535739	2698885852	45270714640	46773368681	169.1300402	4960395729	4.14398E+11	1384626268	NaN	NaN	14636932046	17294644098	1.44482E+12	NaN	NaN	39592021682	920	NaN	NaN	2480	2486365211	2.07714E+11	NaN	-2480574860	-2.07231E+11	-522956165.8	NaN	NaN	NaN	6536308.489	546052362	26192857.13	NaN	83.5414	83.5413625	36.49267502	0.436821444	59.28318354	NaN	2
1608000000	1.52326E+11	1779477321	NaN	1.827E+11	1.26651E+11	3.30713E+11	1544701597	1.58595E+11	1.0188E+11	NaN	NaN	380633089	55205036032	1393518036	1.43073E+11	709181497.5	91908674102	3634978950	2335560829	2.39743E+11	217370655.6	25922892.13	NaN	799915137.7	NaN	76008532.41	16938563.91	645525105.3	6770423280	4433719353	744344028.8	761282592.7	1.64508E+11	165.1748853	-1946039680	87762172183	6573198583	6.74874E+11	4042076333	4.33531E+11	7464446950	7.66379E+11	4543619309	4.6398E+11	17586801521	18170553702	148480.3587	154266543.5	15838638208	NaN	4598200000	4.76162E+11	6530476450	7646346950	7.85055E+11	4662250680	4.76836E+11	18015371678	2090	1491.986581	152594.3899	5770	1445758499	1.48437E+11	NaN	181900000	18675781705	NaN	891248367.4	91505002496	30449000448	1031567606	1.05912E+11	72901029392	12181639151	102.6705976	102.7800512	43.57695333	0.424434593	56.21166303	NaN	1
93968688865	5.06E+11	27619605963	1.17864E+11	1.04825E+11	1.21798E+11	3.34022E+11	2461810826	9041000000	10748000000	17018108042	62499000000	NaN	73413000000	76393194830	2.80554E+11	NaN	4.51571E+11	68969368886	NaN	3.34733E+11	NaN	730731195.5	NaN	20239721032	NaN	21272011758	1155321938	NaN	NaN	NaN	NaN	NaN	4.00209E+11	68.11161631	1000000	NaN	1.46753E+11	5.3895E+11	NaN	7.92489E+11	1.47824E+11	5.42885E+11	1.29189E+11	7.97052E+11	2.51123E+11	2.59458E+11	217890.3359	44083867835	1.61898E+11	NaN	97679000000	6.91261E+11	1.47126E+11	1.48532E+11	5.45485E+11	NaN	8.00397E+11	2.52325E+11	40220	NaN	218804.8446	68980	NaN	NaN	NaN	707964622	2600000000	NaN	1071477226	3935000000	4563000000	NaN	NaN	NaN	-1.05791E+11	3.672499895	3.6725	2.161831529	0.588653939	NaN	NaN	3
38676627804	37957211561	29350518031	49279552496	85800370176	49279552496	28551484196	14760191500	43148468224	15577847231	34137013379	99792732160	50213551735	46976609543	50479628672	1.47567E+11	78608842022	74860316949	76509058989	1.75057E+11	1.71967E+11	5743308253	1003420080	NaN	17237892975	258815766.3	12139703453	2337385097	14605356077	1.14575E+11	2.22385E+11	4616791771	6954176868	39694407934	160.3644595	NaN	1303710973	1.41749E+11	4.14374E+11	2.67419E+11	2.62405E+11	1.53129E+11	4.47643E+11	2.87259E+11	2.79141E+11	3.71488E+11	3.83818E+11	7280.532717	40207724443	1.17539E+11	60422476234	2.8769E+11	2.80878E+11	1.37366E+11	1.44211E+11	4.21573E+11	2.69897E+11	2.62234E+11	3.49853E+11	3580	7039.436926	6839.546234	9120	31850700889	93109154797	2.54808E+11	-8918015954	-26070036288	-26070036288	11380602712	33268916224	16736035967	590373605.3	1725839177	1725839177	1737196373	2.923300028	2.923300819	1.205001997	0.412206064	1.275534573	NaN	2
1063500422	4.18108E+11	853510169.7	3.36241E+11	4.74666E+11	3.47839E+11	6.42445E+11	808155028.6	4.3111E+11	3.45706E+11	485154372.5	2.58806E+11	452571977.6	2.42394E+11	1347481488	7.18814E+11	1159544748	4.70289E+11	1121261037	959636861.5	3.7702E+11	81774145.2	23596478.73	NaN	472503889.8	22236841.84	NaN	79289046.1	397769269.4	3189293090	2705578551	354421047.9	433710094	4.21677E+11	152.3047858	-34145000000	-97159706303	3276897554	1.74806E+12	2707521994	1.19302E+12	3576615240	1.90795E+12	2986190081	1.25272E+12	10675739867	11030095741	409034.9447	333011716.2	1.77645E+11	NaN	2985100000	1.25628E+12	3506971033	3684033821	1.96525E+12	3077350721	1.2911E+12	10996370617	1150	1004.812467	421568.5198	3590	870273159.2	4.64247E+11	1.31019E+12	107418580.9	57302441988	53906342416	299717686.8	1.59884E+11	1.08755E+11	429844205	2.293E+11	1.53603E+11	3568844568	533.45	533.4508333	178.7178616	0.335022704	201.5501715	89.535	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
498260494.9	NaN	317403698.1	NaN	856990000	NaN	NaN	14804942.7	39973346	48751996.82	17066091.18	46078447	14776854.39	50398209.29	120057723.8	324155860	130251417.8	386727607.1	655922437.3	670680136.3	1881228476	24430373.38	2635019.255	NaN	113970489.5	NaN	NaN	NaN	81359172.08	NaN	NaN	NaN	NaN	NaN	93.77983018	NaN	NaN	790785103.8	2135119818	813681125.1	2280918111	923788805.2	2494229818	945770280	2659665531	1446542208	1494556747	32106.82936	232121817	626728917	NaN	NaN	NaN	932379661	878703487.1	2372499457	NaN	NaN	1375944020	11260	NaN	NaN	16610	195385739.7	527541506.4	NaN	-45085318.09	-121730361	NaN	133003701.4	359110000	377218541.7	8349240.593	22542950	NaN	NaN	2.700000048	2.7	1.724270335	0.638618631	2.094239104	97.03002475	2
