Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8891335.604	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1147728451	1782300032	NaN	NaN	28678.77825	NaN	NaN	NaN	NaN	NaN	NaN	864916183.8	1548199936	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.789999962	1.79	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	138787221.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1028989439	630395128	848065580.7	630395128	NaN	NaN	11945.41012	NaN	NaN	NaN	NaN	NaN	920224345.5	1028989439	630395128	NaN	NaN	NaN	17440	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.612635178	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12929631.46	56611853.75	NaN	NaN	9148982.001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.59999847	487.4956086	NaN	NaN	NaN	NaN	0
3992499897	765591543.6	1141911777	205374363.8	35.95800018	216146208.9	567081175.1	1840474644	55.06700134	243635738.1	513168452.3	15.35400009	274729709.7	97710144.95	4190975842	125.3939972	4861285185	955184385.2	4228742875	2556434819	645955479.4	362918906.9	21395883.29	NaN	914309763	NaN	2479140688	120719584.1	7876123.301	4820680563	NaN	-2248804618	-2128085034	1054380645	1.66408E-05	-1.52588E-05	-534044.1481	9995087200	299.053009	NaN	1797629839	10260193361	306.9849854	8463862899	1844775603	23090345485	31971107389	178.4969831	3047004741	91.16638184	703445678.8	NaN	2133564704	7699554752	8214131014	245.7667999	NaN	1444494584	18485725979	740	NaN	139.7665521	1790	923842393.4	27.64136441	1907893169	-2046062857	-61.21820068	-225671535	NaN	NaN	47145763.54	NaN	NaN	-8498268.425	288789101.4	2.992E-08	2.9918E-08	1.32949E-08	0.444349928	4.3628E-08	NaN	2
312500000	NaN	615888128	NaN	4927105024	11301677056	NaN	754499968	6035999744	70994558976	NaN	NaN	NaN	NaN	1013000000	8104000000	928107859.4	1.20281E+11	334124992	977557155.5	1.00345E+11	NaN	36167544.43	20365714.15	173043877.2	18886971.92	101036278.5	8482998.841	280557601.2	1786392118	NaN	NaN	NaN	NaN	5.118999187	NaN	NaN	2101624960	16812999680	2718958462	2.91621E+11	2101624960	16812999680	3216343088	3.28443E+11	9289705758	12862594956	99846.41999	440888128	3527105024	NaN	NaN	NaN	2222566165	2099724960	16797799680	NaN	NaN	9281307285	680	NaN	NaN	2820	453988128	3631905024	NaN	-1900000	-15200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8	NaN	1.809852768	0.226231596	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	536638517.6	1970000000	NaN	3799509666	13948000000	NaN	NaN	29864342110	1.09632E+11	NaN	NaN	20300463068	NaN	NaN	NaN	251206798.6	NaN	4379733038	NaN	8633330800	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.57601837	NaN	NaN	NaN	NaN	NaN	NaN	50701443696	1.86125E+11	66192081450	4.08384E+11	96011296159	1.32938E+11	225795.7262	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.671000004	3.671	1.938573975	0.5280779	NaN	NaN	3
14643450361	16475599872	19785065006	23013400576	9646999552	23013400576	6431510016	11483008747	5599000064	10982599680	37867881956	18464000000	35825432651	33515999232	50917782541	24827000832	50872077270	48446201856	78951584778	1.14645E+11	1.12621E+11	1448504758	543930112.4	NaN	15796206164	53117130.18	3546198373	2214015711	6869306478	1.15755E+11	1.48528E+11	1972730195	4186745906	14386271888	38.92578666	1792	NaN	1.41352E+11	68921999360	1.75337E+11	1.7205E+11	1.41352E+11	68921999360	1.82209E+11	1.7706E+11	1.75831E+11	2.43457E+11	5424.226651	27882034592	13595000832	30967669392	1.7922E+11	1.74971E+11	1.0387E+11	1.3515E+11	65897799680	1.74234E+11	1.69286E+11	1.68116E+11	3180	5337.646043	5186.079124	5150	22677692927	11057415957	1.71946E+11	-6202341665	-3024199680	-3024199680	-4200.250338	-2048	5010259968	NaN	NaN	NaN	-2089327984	0.487589985	0.487589083	0.391978617	0.803910312	0.31087712	NaN	2
789960888.4	1.05115E+12	1000796560	1.13149E+12	23720000	5.56548E+11	1.38981E+12	360663574.3	8040000	2.49597E+11	680505773.8	15170000	603825198.2	3.23404E+11	1078402031	24040000	1888503259	7.65941E+11	636544293.4	302776899.9	1.18954E+11	NaN	NaN	NaN	185703624.7	NaN	NaN	NaN	NaN	1988146725	2857965165	NaN	NaN	1.04996E+12	0.004253696	-1380000	-31933878272	2075609898	46270000	2574703072	1.13449E+12	2256838858	50310000	2819375629	1.18274E+12	7521217423	10413932894	333663.739	808352936.4	18020000	NaN	2816700000	1.18155E+12	NaN	2173850349	48460000	2699287936	1.13248E+12	7244647114	NaN	761.50076	319487.2264	2040	NaN	NaN	NaN	-82988509.01	-1850000	NaN	181228960.2	4040000	48244404224	NaN	NaN	NaN	-1190760696	0.022292243	NaN	0.006689077	0.300062973	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
348311105	NaN	127029627.4	NaN	342980000	NaN	NaN	13825925.68	37330000	39554706.39	11188888.69	30210000	13164516.99	44899141.93	66525924.75	179620000	76332005.41	226636257	250603711.1	423920178	1189077575	12793712.87	1452369.561	NaN	46009875.08	NaN	NaN	NaN	53045339.09	NaN	NaN	NaN	NaN	NaN	63.93097103	NaN	NaN	330955561.6	893580032	510955169.2	1432314040	391570363.5	1057240000	588059029.5	1653721167	671152225	929282309.7	26586.30215	134781473.2	363909984	NaN	474354000	NaN	355379179.6	346270358.3	934929984	NaN	NaN	593507944.2	5710	NaN	NaN	9540	99081468.05	267519968.5	NaN	-45300005.13	-122310016	NaN	60614813.74	163660000	222590901.5	10399999.82	28080000	NaN	NaN	2.700000048	2.7	1.575261112	0.583430031	NaN	117.9523504	2
