Time required to build a warehouse (days)	Procedures to build a warehouse (number)	Investment in energy with private participation (current US$)	Investment in telecoms with private participation (current US$)	Investment in transport with private participation (current US$)	Investment in water and sanitation with private participation (current US$)	Scientific and technical journal articles	Patent applications, nonresidents	Patent applications, residents	Trademark applications, aggregate direct	Trademark applications, Madrid	Trademark applications, direct nonresident	Trademark applications, direct resident	Trademark applications, total	CPIA business regulatory environment rating (1=low to 6=high)	CPIA debt policy rating (1=low to 6=high)	CPIA economic management cluster average (1=low to 6=high)	CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)	CPIA quality of budgetary and financial management rating (1=low to 6=high)	CPIA financial sector rating (1=low to 6=high)	CPIA fiscal policy rating (1=low to 6=high)	CPIA gender equality rating (1=low to 6=high)	CPIA building human resources rating (1=low to 6=high)	IDA resource allocation index (1=low to 6=high)	CPIA macroeconomic management rating (1=low to 6=high)	CPIA quality of public administration rating (1=low to 6=high)	CPIA equity of public resource use rating (1=low to 6=high)	CPIA property rights and rule-based governance rating (1=low to 6=high)	CPIA social protection rating (1=low to 6=high)	CPIA public sector management and institutions cluster average (1=low to 6=high)	CPIA efficiency of revenue mobilization rating (1=low to 6=high)	CPIA policies for social inclusion/equity cluster average (1=low to 6=high)	CPIA structural policies cluster average (1=low to 6=high)	CPIA trade rating (1=low to 6=high)	CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)	Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)	Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)	Air transport, registered carrier departures worldwide	Air transport, freight (million ton-km)	Air transport, passengers carried	Road sector diesel fuel consumption (kt of oil equivalent)	Road sector diesel fuel consumption per capita (kg of oil equivalent)	Road density (km of road per 100 sq. km of land area)	Road sector energy consumption (kt of oil equivalent)	Road sector energy consumption per capita (kg of oil equivalent)	Road sector energy consumption (% of total energy consumption)	Roads, goods transported (million ton-km)	Roads, paved (% of total roads)	Roads, passengers carried (million passenger-km)	Road sector gasoline fuel consumption (kt of oil equivalent)	Road sector gasoline fuel consumption per capita (kg of oil equivalent)	Roads, total network (km)	Railways, goods transported (million ton-km)	Railways, passengers carried (million passenger-km)	Rail lines (total route-km)	Liner shipping connectivity index (maximum value in 2004 = 100)	Container port traffic (TEU: 20 foot equivalent units)	Motor vehicles (per 1,000 people)	Passenger cars (per 1,000 people)	Vehicles (per km of road)	Mobile cellular subscriptions	Mobile cellular subscriptions (per 100 people)	Telephone lines	Telephone lines (per 100 people)	Fixed broadband Internet subscribers	Fixed broadband Internet subscribers (per 100 people)	Secure Internet servers	Secure Internet servers (per 1 million people)	Internet users	Internet users (per 100 people)	Daily newspapers (per 1,000 people)	Lead time to export, median case (days)	Lead time to import, median case (days)	Logistics performance index: Efficiency of customs clearance process (1=low to 5=high)	Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high)	Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)	Logistics performance index: Competence and quality of logistics services (1=low to 5=high)	Logistics performance index: Overall (1=low to 5=high)	Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high)	Logistics performance index: Ability to track and trace consignments (1=low to 5=high)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.519755005	125000	NaN	NaN	NaN	128000	120.0615315	36700	34.42389224	18800	17.63403744	38	356.4326717	40192.724	37.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	0.3	NaN	NaN	NaN	NaN	542	243	785	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64549	77.14067187	37882	45.27169951	22941	27.41613586	66	788.7472065	65711.5481	78.53	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
334	12	NaN	60000000	NaN	NaN	11.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.5	3.5	3.333333333	2.5	3.5	2.5	3	2	3	2.75	3.5	2	3	1.5	2.5	2.4	3	2.6	2.666666667	3	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6575	NaN	232	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29	21	NaN	10500000	34.33868725	129328	0.016776901	1000	0.003270351	9	0.269152206	1085510.338	3.246305573	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
321	11	120000000	354000000	NaN	NaN	6.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	3	3	3	2.5	2.5	3	3.5	2.5	2.783333333	3	2.5	2.5	2	3	2.4	2.5	2.9	2.833333333	4	2.5	NaN	NaN	3236	64.323	274869	831	44.78549446	NaN	1579.552	85.12757803	13.27821591	NaN	NaN	NaN	673	36.27032223	NaN	NaN	NaN	NaN	11.3131422	NaN	NaN	NaN	NaN	8109421	43.70450412	303179	1.633937596	20000	0.10778699	38	2.047952815	1113306.9	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
331	23	664000000	339000000	NaN	NaN	8	361	NaN	NaN	3072	738	213	4023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.572883268	3.220509323	5140	0.153	231263	384	120.2735095	NaN	392.152	122.8268159	22.83730939	NaN	NaN	NaN	49	15.34740095	NaN	46	32	423	2.296179894	68780	120	89	NaN	2463741	77.16738972	363000	11.36960519	92000	2.881552831	22	6.890669814	1315401.876	41.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
46	14	NaN	NaN	NaN	NaN	264.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.93724784	6.244975132	170588	8959.601	31761631	4205	606.011257	NaN	8529.428	1229.234098	14.31345323	NaN	NaN	NaN	3907	563.0644426	NaN	NaN	NaN	NaN	60.45483567	14425039	NaN	NaN	NaN	10671878	153.7997194	1580148	22.77259157	687713	9.911101535	758	109.2405548	4440841.6	64	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
365	25	344250000	1319400000	5890000	NaN	3655.2	NaN	NaN	59403	NaN	NaN	NaN	59403	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.807062889	3.640289711	74546	111.663	5694547	5595	139.6568909	NaN	12299.326	307.003687	16.56501832	NaN	NaN	NaN	4226	105.4852584	NaN	12025	NaN	25023	25.99041136	1626350.86	NaN	NaN	NaN	52482780	131.0023571	9768135	24.38225851	3474052	8.671587149	794	19.8190476	13621239.8	34	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
136	19	78100000	198500000	NaN	NaN	164.2	11	116	NaN	2691	592	1115	4398	4	5	5	3	4.5	4	5	4.5	4	4.241666667	5	4	4.5	3.5	4.5	3.7	3.5	4.1	4.166666667	4.5	3	2.667135546	2.909642529	7632	5.698	653320	118	38.24985519	26	560.998	181.8482395	21.56684246	182	93.562622	2356	184	59.64384198	7705	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2191500	71.03776071	599900	19.44583739	31289	1.01423705	23	7.455480248	472001.787	15.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.595765846	NaN	NaN	NaN	NaN	NaN	NaN	10400	15.45043974	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
134	10	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	716	NaN	NaN	716	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26371	0.165	747969	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.661722899	29150	230	153	NaN	134925	153.6696203	37350	42.53889433	6380	7.266349286	NaN	NaN	65149.084	74.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
