Country Name	Country Code	Series Name	Series Code	1990 [YR1990]	1991 [YR1991]	1992 [YR1992]	1993 [YR1993]	1994 [YR1994]	1995 [YR1995]	1996 [YR1996]	1997 [YR1997]	1998 [YR1998]	1999 [YR1999]	2000 [YR2000]	2001 [YR2001]	2002 [YR2002]	2003 [YR2003]	2004 [YR2004]	2005 [YR2005]	2006 [YR2006]	2007 [YR2007]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]	2016 [YR2016]
Afghanistan	AFG	Unemployment, female (% of female labor force) (modeled ILO estimate)	SL.UEM.TOTL.FE.ZS	..	1.76400005817413	1.61199998855591	1.96200001239777	1.92900002002716	1.05599999427795	1.70799994468689	1.71000003814697	1.7059999704361	1.71399998664856	1.68799996376038	1.71300005912781	0.904999971389771	12.628999710083	12.8299999237061	12.9980001449585	12.8109998703003	12.6190004348755	12.4379997253418	12.2889995574951	12.1840000152588	11.9790000915527	11.9680004119873	12.1709995269775	12.0920000076294	12.2270002365112	12.3680000305176
Afghanistan	AFG	Unemployment, male (% of male labor force) (modeled ILO estimate)	SL.UEM.TOTL.MA.ZS	..	1.10399997234344	0.962000012397766	1.28400003910065	1.24899995326996	0.522000014781952	1.03900003433228	1.03900003433228	1.03400003910065	1.03999996185303	1.03600001335144	1.04900002479553	0.421999990940094	7.71400022506714	7.71000003814697	7.69000005722046	7.63100004196167	7.57499980926514	7.53000020980835	7.50099992752075	7.49399995803833	7.48199987411499	7.43800020217896	7.58400011062622	7.68100023269653	7.72900009155273	7.72200012207031
Albania	ALB	Unemployment, female (% of female labor force) (modeled ILO estimate)	SL.UEM.TOTL.FE.ZS	..	10.456000328064	11.3800001144409	12.16100025177	12.0699996948242	11.960000038147	11.5699996948242	10.8610000610352	11.3920001983643	11.3879995346069	14.4289999008179	29.2759990692139	15.9670000076294	14.7959995269775	14.793999671936	14.6529998779297	12.5679998397827	12.7170000076294	13.918999671936	15.7869997024536	16.9780006408691	14.6190004348755	12.125	13.2259998321533	15.1639995574951	17.2859992980957	16.1359996795654
Albania	ALB	Unemployment, male (% of male labor force) (modeled ILO estimate)	SL.UEM.TOTL.MA.ZS	..	15.1619997024536	16.3199996948242	18.1019992828369	17.8439998626709	16.82200050354	16.5480003356934	15.3870000839233	16.2849998474121	16.7609996795654	13.9530000686646	18.1180000305176	14.0679998397827	13.3620004653931	13.298999786377	13.2569999694824	13.3979997634888	14.0480003356934	12.3590002059937	12.3500003814697	12.2749996185303	13.5340003967285	14.3409996032715	17.2999992370605	19.0890007019043	16.9379997253418	16.4689998626709
Algeria	DZA	Unemployment, female (% of female labor force) (modeled ILO estimate)	SL.UEM.TOTL.FE.ZS	..	42.9370002746582	48.2410011291504	48.6180000305176	51.1269989013672	58.3709983825684	61.2229995727539	52.7290000915527	52.875	53.068000793457	60.515998840332	55.1370010375977	51.6959991455078	46.3870010375977	32.4519996643066	27.6469993591309	21.7779998779297	24.1280002593994	19.9130001068115	18.1590003967285	19.2770004272461	17.1709995269775	17.0370006561279	16.3279991149902	17.1709995269775	18.7150001525879	19.6840000152588
Algeria	DZA	Unemployment, male (% of male labor force) (modeled ILO estimate)	SL.UEM.TOTL.MA.ZS	..	17.5970001220703	19.5370006561279	19.6340007781982	20.5610008239746	23.4139995574951	24.5370006561279	21.2999992370605	21.5300006866455	21.757999420166	24.9619998931885	22.867000579834	21.7019996643066	19.9160003662109	15.1730003356934	13.1230001449585	10.576000213623	11.8579998016357	9.6230001449585	8.54500007629395	8.0629997253418	8.43900012969971	9.55799961090088	8.26500034332275	9.04599952697754	9.16699981689453	9.20199966430664
American Samoa	ASM	Unemployment, female (% of female labor force) (modeled ILO estimate)	SL.UEM.TOTL.FE.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
American Samoa	ASM	Unemployment, male (% of male labor force) (modeled ILO estimate)	SL.UEM.TOTL.MA.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Andorra	AND	Unemployment, female (% of female labor force) (modeled ILO estimate)	SL.UEM.TOTL.FE.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Andorra	AND	Unemployment, male (% of male labor force) (modeled ILO estimate)	SL.UEM.TOTL.MA.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
